Gene_A	Gene_B	Weight
Q86WV1	P29275	1.1E-2
P61927	P29275	9.2E-3
Q8IV61	P29275	1.9E-2
Q14990	P29275	1.1E-2
P51690	P29275	1.5E-2
P32320	P29275	1.1E-2
P32238	P29275	9.7E-3
P25929	P29275	1.6E-2
Q13606	P29275	1.8E-2
Q13520	P16455	1.8E-2
P48556	P16455	1.8E-2
P17568	P16455	1.5E-2
Q9NZ01	P16455	2.7E-2
Q9NRD5	P16455	1.2E-2
Q9UEU0	P16455	2.3E-2
Q9H1Z4	P16455	7.3E-3
Q9NPB6	P16455	1.5E-2
P30519	P16455	1.6E-2
Q9H2X3	P16455	2.5E-2
Q9Y463	P16455	9.1E-3
Q9UI14	P16455	1.6E-2
O14579	P16455	1.3E-2
Q2TAZ0	P16455	6.2E-3
Q96BI1	P16455	8.3E-3
P30518	P16455	1.3E-2
Q9H4K1	P16455	7.7E-3
P55291	P16455	1.3E-2
O75161	P16455	6.7E-3
Q9BT09	P16455	2.6E-2
O60936	P16455	1.7E-2
Q86T65	P16455	5.7E-3
Q15738	P16455	1.8E-2
Q96HA7	P16455	1.3E-2
Q04912	P16455	6.6E-3
Q10713	P16455	1.8E-2
Q9P219	O95678	6.1E-3
O95479	O95678	5.5E-3
O76076	O95678	8.8E-3
Q15599	O95678	6.1E-3
Q9UIB8	O95678	8.8E-3
P06746	O95678	1.3E-2
O75344	O95678	5.1E-3
P42357	O95678	1.1E-2
Q9Y2G0	O95678	1.2E-2
Q9UIF3	O95678	1.4E-2
Q9Y3M2	O95678	1.1E-2
P43681	O95678	7.1E-3
Q9Y4P9	O95678	5.4E-3
Q9Y4X0	O95678	6.6E-3
Q9H1Z4	O95678	5.4E-3
Q16635	O95678	4.9E-3
Q9UM11	O95678	1.8E-2
O75871	O95678	1E-2
P31314	O95678	9.5E-3
Q9UPS8	O95678	1.2E-2
Q96BI1	O95678	5.4E-3
P46087	O95678	8.2E-3
P35372	O95678	1.7E-2
P22003	O95678	1.5E-2
Q92831	O95678	7.7E-3
P51788	O95678	1.5E-2
P35270	O95678	1.1E-2
P20941	O95678	1.3E-2
P07320	O95678	1E-2
Q9BPZ7	O95678	1.2E-2
O94933	O95678	1.3E-2
P19174	O95678	1.2E-2
O95396	O95678	1.1E-2
Q9Y2B4	O95678	1.3E-2
Q14833	O95678	7.3E-3
P41273	O95678	1.7E-2
Q96RI0	O95678	4.6E-3
Q16613	O95678	5.5E-3
P23327	O95678	1.1E-2
Q14525	O95678	8.5E-3
Q02846	O95678	1.2E-2
P38935	O95678	6.9E-3
Q14896	O95678	9.2E-3
O15335	O95678	6.9E-3
Q15517	O95678	1.3E-2
P36959	O95678	1.4E-2
P11182	O95678	1.3E-2
Q9Y3Q4	O95678	1E-2
P01133	O95678	4.8E-3
O95995	O95678	6.5E-3
Q99795	O95678	3.6E-3
Q9H3T2	O95678	9.9E-3
P27540	O95678	1.7E-2
O00590	O95678	4.6E-3
Q15825	O95678	1.1E-2
Q9UPY5	O95678	1.1E-2
Q14990	O95678	7.8E-3
Q8IZL9	O95678	1.1E-2
Q08174	O95678	1.3E-2
Q01668	O95678	1.4E-2
O14807	O95678	9.9E-3
P50406	O95678	1E-2
P25311	O95678	1.4E-2
Q13007	O95678	1.2E-2
P02768	O95678	1.3E-2
O15265	O95678	1.5E-2
P08100	O95678	1.1E-2
Q8TEQ8	O95678	4.5E-3
Q16206	O95678	1.4E-2
Q13702	O95678	1.2E-2
O75333	O95678	3.4E-3
Q9UQQ1	O95678	1.3E-2
Q99941	O95678	1.3E-2
P28566	O95678	1.3E-2
Q86V48	O95678	1.4E-2
P08185	O95678	1.1E-2
Q9NR20	P08571	8E-3
Q9NY15	P08571	7.7E-3
O43914	P08571	7.4E-3
P09917	P08571	1.3E-2
P30740	P08571	7.5E-3
Q13133	P08571	1.1E-2
P19971	P08571	9.5E-3
P24723	P08571	9.6E-3
P20333	P08571	6.5E-3
P28799	P08571	9.9E-3
P40121	P08571	1.1E-2
P13498	P08571	8.9E-3
P10619	P08571	8.3E-3
P19438	P08571	5E-3
Q96S53	P08571	1.2E-2
P31994	P08571	1.4E-2
O00602	P08571	9.9E-3
P02792	P08571	1.1E-2
P30043	P08571	1.1E-2
P05362	P08571	8.6E-3
Q9UHI5	P08571	1.2E-2
P09601	P08571	1.2E-2
Q15080	P08571	1.4E-2
P06737	P08571	5.7E-3
Q99538	P08571	9.7E-3
P55058	P08571	1.2E-2
P08631	P08571	1E-2
P01033	P08571	8E-3
P06280	P08571	9.2E-3
P13686	P08571	1.3E-2
O00754	P08571	1E-2
P55899	P08571	8.5E-3
P38571	P08571	1.1E-2
O00462	P08571	9.6E-3
P53634	P08571	9E-3
Q13488	P08571	7.9E-3
O15342	P08571	1.3E-2
P04899	P08571	8.1E-3
P27930	P08571	9.6E-3
O00391	P08571	9.1E-3
P19878	P08571	6.9E-3
P14550	P08571	1E-2
P07339	P08571	9.8E-3
O00141	P08571	9E-3
Q9BV40	P08571	6.1E-3
P10451	P08571	1.4E-2
P61916	P08571	5.5E-3
P28562	P08571	8.9E-3
Q15582	P08571	9.8E-3
P50995	P08571	3.4E-3
P00749	P08571	4.7E-3
P10124	P08571	5.8E-3
P51151	P08571	9.2E-3
P26651	P08571	9.4E-3
P34810	P08571	9.1E-3
P07998	P08571	1.1E-2
P02649	P08571	8.7E-3
P02654	P08571	1.1E-2
O15143	P08571	5.2E-3
Q5TEJ8	P08571	8.9E-3
Q00013	P08571	1.3E-2
P26572	P08571	1.1E-2
P17931	P08571	6.5E-3
Q02487	P08571	1.1E-2
P07711	P08571	7.6E-3
P20132	P08571	8.1E-3
P08962	P08571	7E-3
P14384	P08571	1.2E-2
Q02318	P08571	9.2E-3
Q14956	P08571	1E-2
O60603	P08571	5.9E-3
P48060	P08571	1.2E-2
Q8IZM9	P08571	1E-2
Q8IYL9	P08571	6.6E-3
O95976	P08571	1.1E-2
Q01628	P08571	7.4E-3
P54852	P08571	5.5E-3
O00160	P08571	6.1E-3
O75629	P08571	1.1E-2
Q14994	P08571	1.1E-2
Q13093	P08571	1.2E-2
O00221	P08571	1.1E-2
Q99541	P08571	6.6E-3
P78417	P08571	8.3E-3
P50135	P08571	8.5E-3
Q9Y279	P08571	7.2E-3
P30273	P08571	7.8E-3
O00764	P08571	8.7E-3
P04080	P08571	1E-2
P05107	P08571	6.9E-3
P08648	P08571	5.2E-3
Q13571	P08571	5.4E-3
O75015	P08571	1.1E-2
P31949	P08571	4.9E-3
P26022	P08571	1.2E-2
P30533	P08571	1E-2
P08758	P08571	9.5E-3
Q6GTX8	P08571	5.7E-3
Q9UGN4	P08571	1.1E-2
P02794	P08571	1E-2
P11215	P08571	6.3E-3
O60762	Q86X10	1.3E-2
Q9BQ52	Q86X10	2.1E-2
Q9NYP7	Q86X10	2.3E-2
P28331	Q86X10	2.3E-2
Q96J02	Q86X10	2.1E-2
Q9UPM8	Q86X10	1.9E-2
Q9NQZ5	Q86X10	1.4E-2
O14893	Q86X10	1.5E-2
Q9Y3I1	Q86X10	1.9E-2
P51665	Q86X10	1.2E-2
O14562	Q86X10	1.9E-2
O75822	Q86X10	1.2E-2
Q9Y466	Q86X10	1.9E-2
Q14677	Q86X10	1.4E-2
P46926	Q86X10	2.5E-2
O75694	Q86X10	1.2E-2
O75367	Q86X10	1.1E-2
O00487	Q86X10	2E-2
O14530	Q86X10	2.1E-2
Q99598	Q86X10	2.3E-2
O43676	Q86X10	1.8E-2
P62495	Q86X10	1.7E-2
Q96GQ7	Q86X10	2.5E-2
O95630	Q86X10	1.8E-2
Q9UPG8	Q86X10	1.1E-2
Q16891	Q86X10	1.5E-2
Q16671	Q86X10	1.4E-2
P55081	Q86X10	1.4E-2
P67812	Q86X10	2E-2
P48643	Q86X10	1.1E-2
P09132	Q86X10	1.6E-2
O43747	Q86X10	1.7E-2
O60508	Q86X10	1.8E-2
P16444	P19013	1.2E-2
O95479	P19013	4.2E-3
O76076	P19013	7.5E-3
Q15599	P19013	5.3E-3
Q9UPX0	P19013	9.2E-3
Q9Y2G0	P19013	9.6E-3
O96014	P19013	1.3E-2
P57723	P19013	1.3E-2
Q9UIF3	P19013	1.3E-2
P05546	P19013	1.1E-2
O75600	P19013	5.5E-3
Q9NY91	P19013	1.1E-2
Q9Y4P9	P19013	4.4E-3
Q01094	P19013	1.1E-2
Q9Y4X0	P19013	5.6E-3
Q9H1Z4	P19013	4.5E-3
Q13585	P19013	6.3E-3
O75871	P19013	8.5E-3
P31314	P19013	7.4E-3
P22362	P19013	9.5E-3
Q96BI1	P19013	4.8E-3
P37088	P19013	6.6E-3
P46087	P19013	6.8E-3
P35372	P19013	1.2E-2
P22003	P19013	1.2E-2
P51788	P19013	1.2E-2
P35270	P19013	8.8E-3
O95522	P19013	9.3E-3
O60635	P19013	1.2E-2
P48023	P19013	1.4E-2
P07320	P19013	8.6E-3
O43680	P19013	9.9E-3
O94933	P19013	1E-2
Q9Y2B4	P19013	1.1E-2
Q6NXR0	P19013	1.2E-2
O95274	P19013	8.2E-3
Q14833	P19013	6E-3
P41146	P19013	1.1E-2
P35269	P19013	4.9E-3
P41273	P19013	1.4E-2
O95977	P19013	6.8E-3
P54845	P19013	1E-2
Q16613	P19013	5.2E-3
Q14525	P19013	6.7E-3
P38935	P19013	5.7E-3
P46439	P19013	1.3E-2
O95390	P19013	1.3E-2
O15335	P19013	5.7E-3
Q9Y3Q4	P19013	9.5E-3
O95995	P19013	5.7E-3
P13584	P19013	8.8E-3
Q9H3T2	P19013	8.2E-3
O00590	P19013	3.7E-3
Q15825	P19013	1E-2
Q9UPY5	P19013	9.1E-3
Q14990	P19013	7.1E-3
P56748	P19013	9.6E-3
Q8IZL9	P19013	9.2E-3
P07307	P19013	7.6E-3
Q13007	P19013	1.2E-2
P49221	P19013	8.3E-3
Q9BRR3	P19013	1.1E-2
Q99626	P19013	1.3E-2
Q9UN36	P19013	1.5E-2
Q13702	P19013	1E-2
Q12851	P19013	7.6E-3
Q9H160	P19013	9.8E-3
Q15696	P19013	1.3E-2
P14770	P19013	5.6E-3
P08185	P19013	9.4E-3
O95678	P19013	9.3E-3
P23759	Q99743	6.6E-3
P02788	Q99743	2.3E-2
P35916	Q99743	1.7E-2
O75344	Q99743	9.1E-3
O43511	Q99743	2.3E-2
P10323	Q99743	6.2E-3
Q9Y4P9	Q99743	9.2E-3
Q14508	Q99743	1.5E-2
P49223	Q99743	9.3E-3
Q9Y4X0	Q99743	1.2E-2
P78539	Q99743	1.2E-2
Q96DX5	Q99743	1.1E-2
Q16635	Q99743	8.4E-3
Q01201	Q99743	1.3E-2
Q92831	Q99743	1.4E-2
P41162	Q99743	1.2E-2
P63252	Q99743	1.5E-2
P00742	Q99743	1.4E-2
P47710	Q99743	2.7E-2
Q99742	Q99743	1.2E-2
P38935	Q99743	1.1E-2
Q92805	Q99743	8E-3
P08833	Q99743	1.1E-2
Q96BF6	Q99743	8.9E-3
ENSG00000158497	Q99743	1.3E-2
P05186	Q99743	7.8E-3
P29536	Q99743	7.2E-3
Q04912	Q99743	8.1E-3
P19801	Q15726	1.8E-2
Q9Y6D9	Q15726	5.5E-3
P30988	Q15726	1.4E-2
Q96NX5	Q15726	1.3E-2
P23759	Q15726	4.6E-3
P34903	Q15726	9.5E-3
Q9NP31	Q15726	7.2E-3
P08922	Q15726	7.4E-3
Q8TEQ0	Q15726	1.5E-2
Q12864	Q15726	1.2E-2
P48378	Q15726	4.5E-3
P53674	Q15726	1.6E-2
Q9NRD5	Q15726	9E-3
Q9ULU4	Q15726	1.7E-2
P33897	Q15726	7.1E-3
Q13887	Q15726	1.5E-2
Q01650	Q15726	1.3E-2
P48307	Q15726	1.3E-2
Q92902	Q15726	1.8E-2
P30405	Q15726	7.3E-3
P17509	Q15726	3.6E-3
Q9UPM9	Q15726	1.8E-2
Q17R60	Q15726	6.2E-3
Q9Y6F9	Q15726	8.7E-3
Q9BXP8	Q15726	1.5E-2
P32929	Q15726	1.5E-2
Q9UBX8	Q15726	1.2E-2
O14678	Q15726	1.4E-2
P14653	Q15726	4.4E-3
Q9UQP3	Q15726	6.8E-3
P09466	Q15726	1.4E-2
P15173	Q15726	1.2E-2
Q99966	Q15726	1.4E-2
Q9H4K1	Q15726	6.3E-3
O15240	Q15726	1E-2
Q99988	Q15726	1E-2
P50479	Q15726	1.4E-2
P63241	Q15726	1.9E-2
P19883	Q15726	1.6E-2
P01215	Q15726	1.4E-2
P09038	Q15726	1.8E-2
O60287	Q15726	5E-3
P30613	Q15726	6E-3
Q9Y2D4	Q15726	1.5E-2
Q9Y267	Q15726	9.8E-3
P54922	Q15726	5.7E-3
P57738	Q15726	1.1E-2
P01282	Q15726	1.1E-2
Q8WUX9	Q15726	1.9E-2
P20594	Q15726	8.1E-3
P31025	Q15726	1.3E-2
P21941	Q15726	2.2E-2
O95393	Q15726	5.2E-3
P29762	Q15726	1.6E-2
P08697	Q15726	1.1E-2
Q01974	Q15726	7.9E-3
P35225	Q15726	7.9E-3
P08034	Q15726	6.3E-3
Q96IC2	Q9UQ80	8E-3
Q9Y5J1	Q9UQ80	1E-2
Q9Y3F4	Q9UQ80	8.2E-3
O75390	Q9UQ80	9.3E-3
P78549	Q9UQ80	4.8E-3
Q15046	Q9UQ80	6.6E-3
Q13057	Q9UQ80	1.1E-2
P19784	Q9UQ80	8.7E-3
P49736	Q9UQ80	4E-3
Q15020	Q9UQ80	5.4E-3
P09012	Q9UQ80	3.2E-3
P13010	Q9UQ80	8.6E-3
Q14807	Q9UQ80	3.7E-3
Q15363	Q9UQ80	9.4E-3
Q13435	Q9UQ80	7E-3
Q92945	Q9UQ80	1.1E-2
Q9ULW0	Q9UQ80	3.7E-3
P30040	Q9UQ80	1E-2
P35637	Q9UQ80	7.3E-3
P07910	Q9UQ80	6.2E-3
Q5SRE5	Q9UQ80	6.2E-3
P43487	Q9UQ80	3.5E-3
Q12824	Q9UQ80	7.9E-3
O00541	Q9UQ80	3.9E-3
Q9NQG6	Q9UQ80	7.3E-3
Q14691	Q9UQ80	4.3E-3
P78406	Q9UQ80	9.7E-3
O94906	Q9UQ80	9.3E-3
P09884	Q9UQ80	6.8E-3
P50402	Q9UQ80	5.8E-3
Q9UEG4	Q9UQ80	4.1E-3
P49711	Q9UQ80	1.1E-2
Q96AP0	Q9UQ80	6.2E-3
P53384	Q9UQ80	7.5E-3
P63279	Q9UQ80	1.2E-2
O43303	Q9UQ80	9.3E-3
O43482	Q9UQ80	4.6E-3
O75792	Q9UQ80	4.9E-3
Q9Y421	Q9UQ80	9.9E-3
Q9BUJ2	Q9UQ80	5E-3
Q9Y6V7	Q9UQ80	6.1E-3
O43242	Q9UQ80	8.4E-3
Q14974	Q9UQ80	9.4E-3
P83916	Q9UQ80	7.1E-3
P24385	Q9UQ80	9.2E-3
Q14839	Q9UQ80	1.1E-2
Q9Y478	Q9UQ80	1E-2
Q16643	Q9UQ80	8.9E-3
O14569	Q9UQ80	8.3E-3
O15355	Q9UQ80	7.3E-3
P49750	Q9UQ80	1E-2
Q07666	Q9UQ80	6E-3
O00148	Q9UQ80	4.3E-3
Q06265	Q9UQ80	7E-3
P33552	Q9UQ80	4.1E-3
O95793	Q9UQ80	8.7E-3
P09234	Q9UQ80	8.2E-3
A5YKK6	Q9UQ80	8.2E-3
P14678	Q9UQ80	5.6E-3
Q99873	Q9UQ80	4.7E-3
Q8TF68	Q9UQ80	9.6E-3
P33316	Q9UQ80	5.1E-3
O60563	Q9UQ80	1E-2
Q13263	Q9UQ80	4.5E-3
O75821	Q9UQ80	6.7E-3
Q7L2E3	Q9UQ80	7.2E-3
Q96GM8	Q9UQ80	8.7E-3
Q8N999	Q9UQ80	1.1E-2
P05198	Q9UQ80	1.2E-2
Q99832	Q9UQ80	5.4E-3
Q08211	Q9UQ80	4.9E-3
Q99436	Q9UQ80	8.5E-3
Q92688	Q9UQ80	5.3E-3
O75953	Q9UQ80	9.3E-3
P39687	Q9UQ80	4E-3
Q92620	Q9UQ80	9.5E-3
P38919	Q9UQ80	7.2E-3
Q9UPN4	Q9UQ80	8.1E-3
P40227	Q9UQ80	7.2E-3
Q15233	Q9UQ80	4.1E-3
Q08945	Q9UQ80	4.7E-3
Q9BW71	Q9UQ80	5.7E-3
Q00597	Q9UQ80	1.3E-2
P05496	Q9UQ80	9.4E-3
Q14684	Q9UQ80	4.1E-3
Q15906	Q9UQ80	7.7E-3
Q6UXN9	Q9UQ80	1E-2
Q9UJZ1	Q9UQ80	4.8E-3
Q14978	Q9UQ80	7.7E-3
P78371	Q9UQ80	5.8E-3
P33993	Q9UQ80	4.9E-3
P62314	Q9UQ80	7.1E-3
Q9H211	Q9UQ80	4.5E-3
P32119	Q9UQ80	6E-3
P42126	Q9UQ80	1.1E-2
Q9NUU7	Q9UQ80	9.4E-3
A8MT69	Q9UQ80	8.4E-3
P34903	Q9H5J4	1.2E-2
Q96PD2	Q9H5J4	1.6E-2
Q99645	Q9H5J4	2.1E-2
Q96BI1	Q9H5J4	9E-3
Q03426	Q9H5J4	1.1E-2
P15313	Q9H5J4	6.6E-3
O14896	Q9H5J4	1.9E-2
P32298	Q9H5J4	2.6E-2
P37058	Q9H5J4	1E-2
P30047	Q9H5J4	1.8E-2
Q6YP21	Q9H5J4	1.5E-2
O94759	Q9H5J4	1.6E-2
Q99720	Q9H5J4	2E-2
Q6ISS4	Q9H5J4	1.4E-2
Q01974	Q9H5J4	1.1E-2
Q9P219	P78385	6.4E-3
Q07973	P78385	1E-2
P00480	P78385	1.6E-2
Q96PD2	P78385	1.1E-2
Q8WWN9	P78385	6.9E-3
P54707	P78385	9E-3
P28749	P78385	1E-2
Q9UHK0	P78385	1.5E-2
Q15323	P78385	8.3E-3
P20142	P78385	6.6E-3
Q14973	P78385	1.3E-2
P42127	P78385	1E-2
Q04671	P78385	1.2E-2
Q9UBT3	P78385	9.8E-3
Q9H3R0	P78385	1.7E-2
Q02410	P78385	1.2E-2
Q14532	P78385	1.9E-2
P35243	P78385	5.9E-3
Q9NNZ3	P78385	1.8E-2
P14920	P78385	1.4E-2
P41143	P78385	1.5E-2
P09430	P78385	7.7E-3
Q9Y4Z2	P78385	9.9E-3
P04003	P78385	1.1E-2
O00476	P78385	1.2E-2
Q9BRP0	P78385	1.4E-2
P22460	P78385	1.5E-2
O60423	P78385	1.6E-2
P10523	P78385	1.4E-2
Q06495	P78385	1.5E-2
P35247	P78385	1.4E-2
O43506	P78385	4.8E-3
Q9Y6L6	P78385	1.4E-2
P05814	P78385	1.4E-2
O43868	P78385	1.2E-2
P11712	P78385	5.9E-3
O75578	P78385	7.5E-3
Q99795	P78385	4.6E-3
O60806	P78385	9.7E-3
P31151	P78385	1.3E-2
P47870	P78385	8.1E-3
P51786	P78385	1.5E-2
Q13018	P78385	1.7E-2
Q14957	P78385	1.5E-2
P41002	P78385	1.6E-2
Q92806	P78385	7.2E-3
P78545	P78385	1E-2
Q99697	P78385	1.4E-2
P00995	P78385	8.9E-3
O43278	P78385	1.6E-2
P51168	P78385	8.7E-3
O60883	P78385	7.3E-3
P23759	Q16875	7.1E-3
P08922	Q16875	1.2E-2
P48378	Q16875	7.5E-3
P20807	Q16875	1E-2
P78539	Q16875	1.3E-2
Q86X53	Q16875	9.5E-3
P20138	Q16875	1.2E-2
P20916	Q16875	8.3E-3
Q11206	Q16875	1.7E-2
P41162	Q16875	1.3E-2
P49326	Q16875	7.8E-3
P47775	Q16875	1.8E-2
Q92611	Q16875	1.2E-2
Q99523	Q16875	9.8E-3
P41595	Q16875	1.2E-2
O75751	Q16875	1.4E-2
Q96BF6	Q16875	9.3E-3
Q32P44	Q16875	6.5E-3
O75593	Q16875	1.5E-2
P05186	Q16875	8E-3
P32238	Q16875	1.3E-2
P12838	Q16875	1.3E-2
P16452	Q16875	1E-2
O95665	Q16875	1.3E-2
Q6P2E9	Q15041	1.4E-2
Q2KHT3	Q15041	1.3E-2
O60641	Q15041	1E-2
P35080	Q15041	1.6E-2
Q12789	Q15041	1.6E-2
P30086	Q15041	2.4E-2
P35637	Q15041	1.2E-2
O43808	Q15041	1.8E-2
P61011	Q15041	1.8E-2
P50402	Q15041	9.5E-3
O43719	Q15041	1.7E-2
O60291	Q15041	1.3E-2
Q9Y2Y0	Q15041	1.9E-2
P51665	Q15041	1.1E-2
Q15370	Q15041	1.4E-2
O43303	Q15041	2.1E-2
Q9UNW1	Q15041	1.3E-2
ENSG00000110321	Q15041	1.5E-2
O00330	Q15041	1.5E-2
Q96CS3	Q15041	1.8E-2
P52294	Q15041	1.9E-2
O60779	Q15041	1.9E-2
Q08AD1	Q15041	1.9E-2
Q16181	Q15041	1.9E-2
O95905	Q15041	1.8E-2
P68363	Q15041	1.4E-2
P16562	Q15041	1.9E-2
Q96CW5	Q15041	1.7E-2
P55317	Q15041	1.8E-2
Q13522	Q15041	2.1E-2
Q99547	Q15041	2.1E-2
P37108	Q15041	1.9E-2
O60637	Q15041	1.9E-2
Q9C0B1	Q15041	2E-2
Q9NZJ4	Q15041	1.5E-2
O94826	Q15041	7.7E-3
Q8IYB8	Q15041	1.8E-2
Q8N3P4	Q15041	1.9E-2
P20962	Q15041	1.4E-2
Q13564	Q15041	1.4E-2
O95169	Q15041	1.8E-2
Q9UL15	Q15041	1.4E-2
Q99807	Q15041	1.9E-2
P17027	Q15041	1.7E-2
Q9P219	P50453	5.8E-3
Q8IYH5	P50453	1.3E-2
P02786	P50453	1.5E-2
P13725	P50453	1.3E-2
Q9NY91	P50453	1.3E-2
Q13686	P50453	1.2E-2
Q01094	P50453	1.5E-2
Q13585	P50453	7E-3
P29965	P50453	1.2E-2
P33527	P50453	1.4E-2
O00110	P50453	1.1E-2
Q14773	P50453	6.9E-3
P52333	P50453	1.5E-2
P31314	P50453	9.8E-3
Q03426	P50453	7.7E-3
Q15743	P50453	1.4E-2
O43613	P50453	1.3E-2
Q92609	P50453	1E-2
Q14525	P50453	8.5E-3
P38935	P50453	6E-3
P35247	P50453	1.3E-2
O14894	P50453	9.9E-3
Q99795	P50453	3.5E-3
O00590	P50453	4.7E-3
Q14202	P50453	1.2E-2
Q9NP78	P50453	1.2E-2
Q14990	P50453	7.9E-3
O14633	P50453	1.1E-2
P12821	P50453	1.2E-2
P07307	P50453	8E-3
Q5T9C2	P50453	1E-2
P19013	P50453	7.9E-3
Q07020	Q0VAQ4	5.4E-3
Q16342	Q0VAQ4	1.9E-2
Q99572	Q0VAQ4	1.8E-2
O15269	Q0VAQ4	1.2E-2
Q92618	Q0VAQ4	1.8E-2
P60228	Q0VAQ4	9.3E-3
P12980	Q0VAQ4	1.5E-2
O60499	Q0VAQ4	1.3E-2
Q6P1A2	Q0VAQ4	1.7E-2
Q15286	Q0VAQ4	1.2E-2
O76064	Q0VAQ4	1E-2
P25398	Q0VAQ4	1.3E-2
O60547	Q0VAQ4	2E-2
Q9BSM1	Q0VAQ4	1.7E-2
Q14814	Q0VAQ4	1.6E-2
P02647	Q0VAQ4	8.3E-3
P81274	Q0VAQ4	1.6E-2
Q16621	Q0VAQ4	1.6E-2
Q9BSJ2	Q0VAQ4	1.5E-2
P35414	Q0VAQ4	1.5E-2
Q9H013	Q0VAQ4	2.2E-2
P11309	Q0VAQ4	1.8E-2
Q9Y2Z4	Q0VAQ4	8.4E-3
P29590	Q0VAQ4	1.8E-2
Q9ULK2	Q0VAQ4	1.2E-2
P18124	Q0VAQ4	6.6E-3
O75387	Q0VAQ4	1.3E-2
P62888	Q0VAQ4	9E-3
P09681	Q0VAQ4	1.4E-2
Q8TDC0	Q0VAQ4	9.9E-3
P22612	Q0VAQ4	9E-3
O43745	Q0VAQ4	1.4E-2
Q5T9C2	Q0VAQ4	1E-2
P05423	Q0VAQ4	9E-3
P40925	P19022	1.6E-2
Q9UBP0	P19022	1.6E-2
O43396	P19022	1.7E-2
O00311	P19022	1.3E-2
Q9BVV6	P19022	2.3E-2
Q6IQ32	P19022	1.5E-2
P54578	P19022	1.5E-2
O43148	P19022	1.6E-2
Q99708	P19022	2.3E-2
P52788	P19022	1.3E-2
O60779	P19022	2.1E-2
Q08AD1	P19022	1.9E-2
Q06136	P19022	2.2E-2
Q13207	P19022	1.7E-2
O43390	P19022	9.6E-3
P53396	P19022	2.1E-2
Q92526	P19022	1.4E-2
O43776	P19022	2.1E-2
Q68CL5	P19022	2.1E-2
O00425	P19022	1.3E-2
Q9Y4W6	P19022	2.1E-2
Q13433	P19022	2.5E-2
P09874	P19022	7.4E-3
Q9NXC5	P19022	2.2E-2
P78371	P19022	8.9E-3
O75635	P19022	2.3E-2
Q9Y4B5	P19022	2.4E-2
Q6P499	O14490	1.8E-2
O60303	O14490	2.8E-2
O60477	O14490	2E-2
O60320	O14490	1.5E-2
P48664	O14490	1.6E-2
P23471	O14490	1.2E-2
Q99962	O14490	1.4E-2
O95970	O14490	1.7E-2
O95196	O14490	1.2E-2
O75037	O14490	1.5E-2
P02766	O14490	1.4E-2
Q99259	O14490	1.1E-2
P18428	O14490	1.2E-2
Q14896	O14490	1.4E-2
Q16650	O14490	1.2E-2
O75899	O14490	1.4E-2
Q5VV43	O14490	1.3E-2
Q8TBE1	O14490	2.5E-2
P00797	O14490	8.9E-3
P30531	O14490	1.3E-2
P20594	O14490	1.1E-2
O15540	O14490	1.1E-2
P02794	O14490	2.2E-2
O95990	O14490	1.4E-2
Q01974	O14490	1.1E-2
P20718	P52630	8.4E-3
Q14508	P52630	1.6E-2
O60840	P52630	8.6E-3
Q9UMF0	P52630	1.7E-2
Q16877	P52630	1.6E-2
O75995	P52630	1.9E-2
Q9NZN9	P52630	2E-2
P37058	P52630	1.2E-2
P78386	P52630	8.4E-3
Q00722	P52630	8.6E-3
Q9BTU6	P52630	1.1E-2
P05186	P52630	7.4E-3
P01135	P52630	9.1E-3
P12838	P52630	1.1E-2
P14770	P52630	1.3E-2
Q8IYH5	Q8IU81	1.7E-2
Q13428	Q8IU81	1.9E-2
Q9NYQ8	Q8IU81	1.9E-2
O75628	Q8IU81	1.3E-2
Q99572	Q8IU81	1.7E-2
O15547	Q8IU81	1.1E-2
Q9Y4R8	Q8IU81	2E-2
Q92583	Q8IU81	2.1E-2
O94778	Q8IU81	1.7E-2
O14920	Q8IU81	1.5E-2
P12980	Q8IU81	1.6E-2
Q9NXH9	Q8IU81	1.4E-2
Q16478	Q8IU81	2E-2
O76050	Q8IU81	2.1E-2
O00170	Q8IU81	1.8E-2
Q92752	Q8IU81	1.9E-2
P02647	Q8IU81	8.8E-3
Q15743	Q8IU81	1.8E-2
P09067	Q8IU81	1.6E-2
Q49AN0	Q8IU81	2.1E-2
P32970	Q8IU81	1.4E-2
Q9BSJ2	Q8IU81	1.6E-2
Q14003	Q8IU81	1.1E-2
Q9UI32	Q8IU81	1.5E-2
Q6DD87	Q8IU81	1.5E-2
O75387	Q8IU81	1.4E-2
P60510	Q8IU81	1.9E-2
Q9NP78	Q8IU81	2.4E-2
P16591	Q8IU81	1.8E-2
P09681	Q8IU81	1.9E-2
O14633	Q8IU81	1.5E-2
P12821	Q8IU81	2.2E-2
Q04323	Q8IU81	1.1E-2
P24298	Q8IU81	1.5E-2
Q6UXE8	Q8IU81	1.6E-2
Q02790	P34932	1.5E-2
P42285	P34932	1.7E-2
O60884	P34932	2.2E-2
P23368	P34932	2E-2
Q9UNQ2	P34932	2.2E-2
O14893	P34932	1.5E-2
Q9UKX7	P34932	2.4E-2
Q96SB4	P34932	1.1E-2
P08238	P34932	2.7E-2
P50502	P34932	1.7E-2
P68400	P34932	2.4E-2
O14562	P34932	1.8E-2
O75822	P34932	1.3E-2
O95214	P34932	1.7E-2
P33991	P34932	1.1E-2
O43143	P34932	1.7E-2
P26639	P34932	1.5E-2
O60671	P34932	1.6E-2
