Gene_A	Gene_B	Weight
P31629	Q92567	1E-2
Q13642	Q92567	1.7E-2
Q8WXH0	Q92567	1.6E-2
P53701	Q7Z422	1.6E-2
P23759	Q7Z422	4.5E-3
P01730	Q7Z422	1.9E-2
Q8IYH5	Q7Z422	1.5E-2
P31513	Q12809	1.9E-2
Q16849	Q12809	9E-3
P31323	Q13616	1.6E-2
O00458	Q13616	2E-2
Q9UIG0	Q13616	1.7E-2
ENSG00000033050	Q13616	2.4E-2
O75592	Q96F07	1.3E-2
Q13387	Q96F07	1.1E-2
Q93050	Q96F07	6.7E-3
Q99767	Q96F07	9.3E-3
Q9P2D0	Q9NYJ8	2.1E-2
O60673	Q9NYJ8	9.4E-3
O94874	Q9NYJ8	1.5E-2
Q15311	Q9NYJ8	1.6E-2
Q9UKA4	Q9NYJ8	9.9E-3
Q8IWV8	Q9NYJ8	1.5E-2
Q9UGP8	Q9NYJ8	9.5E-3
Q13618	Q9NYJ8	1.2E-2
Q9UQC2	P19525	8.9E-3
Q92833	Q8TB72	1.3E-2
O60271	Q8TB72	1.1E-2
Q6PML9	Q8TB72	1.5E-2
Q03933	Q8TB72	1.2E-2
Q9NYF8	Q8TB72	9.2E-3
P35251	Q8TB72	1.4E-2
Q13618	Q8TB72	1.3E-2
Q7L5A3	Q14624	2E-2
O76039	Q14624	1.5E-2
P02788	Q14624	1.4E-2
Q9UBP6	Q14624	1.7E-2
Q14999	Q14624	1.6E-2
O95479	Q14624	5.7E-3
Q96CC6	P19827	1.7E-2
Q99884	P19827	1.9E-2
P05019	P19827	2E-2
Q9Y4C0	P19827	1.8E-2
Q9Y6F1	P19827	1.3E-2
P49754	Q96KR1	2.1E-2
A8K7I4	Q96KR1	1.4E-2
O00116	Q96KR1	8.9E-3
P29374	Q96KR1	2.4E-2
P42285	Q96KR1	1.6E-2
O95479	Q13077	7.9E-3
P50549	O43734	3.2E-2
O43623	O43734	1.5E-2
O14756	O43734	2.1E-2
Q12948	O43734	1.7E-2
Q96B96	O15488	2.2E-2
P28907	Q96PD2	1.2E-2
P16157	Q96PD2	1.3E-2
P00480	Q96PD2	1.5E-2
Q4LE39	Q96PD2	1.3E-2
P16383	P29508	1.1E-2
P30520	P29508	2E-2
P41247	Q99959	2.3E-2
P21926	Q99959	1.4E-2
Q12860	Q99959	1.9E-2
P51811	Q99959	1.7E-2
Q15011	Q99959	1.6E-2
P13569	O15457	1.1E-2
P31270	O15457	1.6E-2
Q9NYC9	O15457	1.3E-2
Q9P0K1	O15457	9.7E-3
P00450	O15457	8.7E-3
O14792	P08709	1.5E-2
P08514	P08709	1.3E-2
Q9NPA2	P08709	1.2E-2
Q16661	P08709	8.7E-3
P29508	P08709	1.5E-2
Q07973	O75626	1.4E-2
Q9NP31	O75626	9.5E-3
Q9P2D0	Q9H1Y0	2E-2
Q9UIY3	Q9H1Y0	1.8E-2
Q8IWV8	Q9H1Y0	2E-2
Q9NYJ8	Q9H1Y0	2.2E-2
P51854	Q92995	2E-2
Q9Y6M7	Q92995	1.2E-2
O00409	Q92995	1.8E-2
O60762	Q9Y2G3	1.2E-2
O00443	Q9Y2G3	1.7E-2
P98194	Q9Y2G3	2E-2
Q9NZB2	Q9Y2G3	1.1E-2
Q9UKG9	O94921	2.5E-2
P49759	O94921	1.3E-2
Q9UKA4	O94921	1E-2
O75962	O94921	1.7E-2
Q9Y2I8	O94921	1.2E-2
P21583	P61619	3.4E-2
P42338	P61619	1.6E-2
P46063	O14974	1.5E-2
Q92793	O14974	1.1E-2
P34903	Q13972	1.4E-2
Q07973	Q13554	1.2E-2
O75800	Q5TZA2	5.4E-3
Q9NVH1	Q5TZA2	9.4E-3
Q2KHT3	Q5TZA2	9.4E-3
O76009	P23634	1.1E-2
P84085	Q9Y548	1.3E-2
P41247	Q9Y548	1.6E-2
P51797	Q9Y548	5.3E-3
Q93050	Q9Y548	6.5E-3
P07358	P49619	8.4E-3
Q92995	P49619	3E-2
Q9Y6D9	P24557	3.9E-3
P13196	P24557	1.2E-2
Q9UIK4	P24557	8.7E-3
P16035	P24557	1.3E-2
P13671	P24557	9.9E-3
Q12774	P24557	1.2E-2
P43351	Q13395	1.2E-2
P52756	Q13395	1.6E-2
Q15386	Q13395	9.3E-3
O60673	Q13395	7.6E-3
Q9NSD5	Q13395	9.5E-3
Q9Y4K4	Q13395	1.3E-2
P49759	Q13395	1E-2
Q8TDY2	Q13395	8.7E-3
P30520	Q13395	1.2E-2
Q7Z3T8	Q13395	1E-2
Q9H6S0	Q13395	9.8E-3
Q2Y0W8	Q13395	9.7E-3
Q9Y238	O75879	8.6E-3
P07358	Q05195	1E-2
P21815	Q05195	1E-2
O43739	Q00537	1.6E-2
Q99442	Q00537	2.3E-2
O43462	Q00537	2.1E-2
Q9Y4K4	Q00537	2.1E-2
O00116	Q00537	1E-2
Q03405	P11169	1.8E-2
P49279	P11169	1.5E-2
Q9BRB3	A5PKW4	1.1E-2
O43909	A5PKW4	9.9E-3
Q13642	A5PKW4	9.8E-3
O75594	Q9Y5B0	1.8E-2
Q16787	Q9Y5B0	2.3E-2
P08603	P16989	5.6E-3
P14209	P16989	3.2E-3
P54819	P16989	7.8E-3
P13473	P16989	6.2E-3
Q01740	P16989	7.3E-3
Q9GZV5	P16989	3.8E-3
P08670	P16989	9.3E-3
P25445	P16989	8.6E-3
P15260	P16989	5.7E-3
P20333	P16989	4.4E-3
P46734	P16989	6.6E-3
P07686	P16989	4.5E-3
Q9NSD5	Q9H4A3	1.7E-2
Q9H6S0	Q9H4A3	1.2E-2
Q13395	Q9H4A3	1.3E-2
O75800	Q9NZT2	7.5E-3
Q8IXZ2	Q9NZT2	2.5E-2
P07358	Q9NZT2	1.1E-2
P19971	Q9NZT2	1.6E-2
P09769	P30679	1E-2
P14209	P30679	4.9E-3
P10646	P30679	8.6E-3
Q9Y4D7	P30679	6.5E-3
Q14002	P30679	1.3E-2
P20333	P30679	7.7E-3
Q02223	P30679	1.4E-2
Q9NSC5	P30679	1.1E-2
P16989	P30679	6.1E-3
Q5TAA0	Q92729	6.3E-3
P51689	Q92729	1.1E-2
Q9Y238	Q92729	4.4E-3
P23759	Q92729	3.2E-3
Q9Y5L3	Q92729	8.9E-3
O75879	Q92729	1.3E-2
O60341	Q96DI7	1.1E-2
Q9UIG0	Q96DI7	1.1E-2
O60931	Q96DI7	1.7E-2
O43488	Q96DI7	1.6E-2
O75592	O15034	1.5E-2
O60271	O15034	9.8E-3
Q9NR20	O15034	1.8E-2
Q9P1Z2	O15034	2E-2
Q9BS26	O15034	1.5E-2
Q9UQC2	O15034	1.1E-2
O43623	P12107	1.3E-2
P13611	P12107	1.6E-2
P52756	P09110	2.6E-2
O60861	P09110	1.4E-2
O95544	P09110	1.8E-2
Q16563	P09110	8E-3
Q68CQ7	P09110	2.8E-2
P20333	P09110	8.5E-3
P27816	P09110	2.2E-2
P14210	P54687	2.5E-2
P28331	Q9Y2A7	1.4E-2
P45984	Q9Y2A7	1.3E-2
P78423	Q02153	1.9E-2
P23352	Q02153	1.8E-2
Q9UPU9	Q02153	2E-2
P18206	Q02153	1.7E-2
P52756	Q12872	1.4E-2
Q9Y3P9	Q12872	1E-2
Q9P1Z2	Q12872	1.1E-2
Q9BS26	Q12872	1.1E-2
Q2KHT3	Q12872	1E-2
Q7Z3T8	Q12872	1.1E-2
Q92995	Q12872	1.2E-2
O15034	Q12872	1.3E-2
P02788	Q07912	1.7E-2
P52756	Q7Z3U7	1.3E-2
Q15386	Q7Z3U7	8.5E-3
P49759	Q7Z3U7	8.8E-3
Q8TDY2	Q7Z3U7	7.9E-3
P30520	Q7Z3U7	1.2E-2
Q9H6S0	Q7Z3U7	6.9E-3
Q2Y0W8	Q7Z3U7	1E-2
Q13395	Q7Z3U7	8.3E-3
Q00537	Q7Z3U7	1.2E-2
Q9Y5B0	Q7Z3U7	9.9E-3
P35499	P22223	1.6E-2
O94887	P54793	2.1E-2
P21926	P54793	2.2E-2
O60341	O75390	9.2E-3
Q9Y3F4	O75390	1.4E-2
Q5TAA0	P29376	1.2E-2
P23759	P29376	5.7E-3
O95479	P29376	7.9E-3
Q9Y5L3	P29376	1.7E-2
Q92729	P29376	1.2E-2
Q92793	Q7Z5K2	9.8E-3
P17010	Q7Z5K2	1E-2
Q9NYF8	Q7Z5K2	6.5E-3
Q13618	Q7Z5K2	7.8E-3
P30876	Q7Z5K2	7.1E-3
Q9NYJ8	Q7Z5K2	1.2E-2
O14974	Q7Z5K2	1.1E-2
O95153	Q92624	1.3E-2
P35250	Q92624	1.3E-2
O75110	Q92624	8E-3
Q02790	P28340	5.2E-3
O60341	P28340	3.5E-3
Q92900	P28340	5.1E-3
Q96IC2	P28340	5E-3
Q14209	P28340	5.3E-3
Q9ULX6	P28340	4.3E-3
Q8IXZ2	P28340	6.6E-3
Q6P1Q0	P23588	1.1E-2
O00409	P23588	1.1E-2
P50395	P23588	1.5E-2
Q9Y4W2	Q07020	3.7E-3
Q8TCT7	Q07020	6.3E-3
O75865	Q07020	8.1E-3
P07992	Q07020	5.9E-3
P50395	Q07020	8.8E-3
O75390	Q07020	5.4E-3
P23588	Q07020	4.7E-3
O15347	Q13613	8.7E-3
Q12769	Q13613	1.6E-2
O75800	P35052	6.5E-3
Q5TZA2	P35052	1E-2
P51797	Q16775	7.6E-3
Q9UBS8	Q16775	1.5E-2
Q93050	Q16775	9.3E-3
Q9UEW3	P78317	1.3E-2
Q9H6Z4	P78317	1.5E-2
Q9NY47	Q9UPQ0	1.8E-2
O14756	Q9UPQ0	2.2E-2
Q9Y6M7	Q9UPQ0	1E-2
Q8TAP4	Q9UPQ0	1.1E-2
Q12948	Q9UPQ0	1.4E-2
Q13275	Q15506	8E-3
Q8TAV0	Q15506	7.7E-3
P48546	Q15506	7.7E-3
P21815	Q15506	4.4E-3
Q16611	Q15506	6.6E-3
P24821	Q15506	8.2E-3
Q06609	Q15506	6.2E-3
Q05195	Q15506	6.3E-3
Q9GZN4	O76076	1.1E-2
P31327	O76076	1E-2
O95479	O76076	4.3E-3
Q96HL8	Q9Y274	1.8E-2
Q6P1Q0	Q9Y274	1.2E-2
P54687	Q9Y274	1.6E-2
P23588	Q9Y274	1.1E-2
Q14002	O75185	2.5E-2
Q9UNK9	O75185	1.2E-2
P04233	P08138	1.1E-2
Q13491	P08138	1.4E-2
Q8WZ64	P08138	1.7E-2
P21815	Q4KMG0	1.2E-2
Q15506	Q4KMG0	7.5E-3
Q14126	Q6P1X5	2E-2
O75800	Q9H2X6	4.8E-3
Q86V24	Q9H2X6	9.6E-3
Q6MZW2	Q9H2X6	5.9E-3
Q9Y5B0	Q9Y5L0	1.5E-2
O75800	O14593	7.8E-3
O95544	O14593	1.5E-2
Q9NPA2	Q9HBW0	1.6E-2
P19827	Q9HBW0	1.9E-2
P08709	Q9HBW0	1.4E-2
Q0D2I5	P10619	1.2E-2
Q9NY15	P10619	8.3E-3
O43914	P10619	7.2E-3
P09917	P10619	1.4E-2
Q14764	P10619	7.7E-3
P49184	P10619	1.4E-2
P30740	P10619	8.4E-3
Q13133	P10619	1.3E-2
P19971	P10619	1E-2
P28799	P10619	1.1E-2
P40121	P10619	1.1E-2
P07686	P10619	6.7E-3
Q8N7H5	Q8IX01	1.1E-2
Q9NVH1	Q8IX01	1.3E-2
Q6P2E9	Q8IX01	1.2E-2
O75493	Q8IX01	1.3E-2
Q9UIK4	P55011	1.3E-2
P13671	P55011	1.3E-2
O43490	O00167	8.1E-3
O14756	O00167	2.7E-2
Q9NSC5	O00167	1E-2
Q9UPQ0	O00167	2.1E-2
O43490	O75363	1.1E-2
Q9ULX6	O75363	1.2E-2
P15309	O75363	8.6E-3
P50993	O75363	1.2E-2
P35052	O75363	2E-2
P21815	P28069	1E-2
Q07011	P28069	1.5E-2
Q05195	P28069	1.8E-2
Q15506	P28069	6.7E-3
P20701	Q15782	1.1E-2
P40259	Q15782	1.4E-2
Q9Y228	Q15782	1.7E-2
P20273	Q15782	2.3E-2
Q13489	Q15782	1.1E-2
P16383	Q9Y2G9	1.3E-2
P52756	P54277	1.5E-2
Q15386	P54277	1.2E-2
Q9Y4K4	P54277	1.5E-2
P49759	P54277	1.1E-2
Q96HL8	P54277	1.4E-2
Q9H6S0	P54277	1E-2
P12270	P54277	1.3E-2
Q13216	P54277	1.4E-2
Q13395	P54277	1.1E-2
Q7Z3U7	P54277	8.1E-3
P09769	Q16602	8.3E-3
Q9Y4D7	Q16602	5.7E-3
P21731	Q16602	1E-2
Q14766	Q16602	9E-3
P55957	Q15544	1E-2
Q9UGP8	Q15544	5.5E-3
P30876	Q15544	6.4E-3
P12270	Q15544	9.7E-3
Q13216	Q15544	8.9E-3
O60271	Q92625	8.8E-3
O60673	Q92625	9.6E-3
P06241	Q92625	2E-2
Q9UIY3	Q92625	1.5E-2
Q8IWV8	Q92625	1.1E-2
Q03933	Q92625	1E-2
Q99767	Q92625	9E-3
P17600	O14617	1.2E-2
Q9NQL2	O14617	2.5E-2
Q93050	O14617	8E-3
Q8IWV8	P36508	1.3E-2
Q9UGP8	P36508	1.1E-2
P56589	P36508	1.8E-2
P09110	P36508	1.7E-2
Q12872	P36508	1.2E-2
O14593	P36508	1.6E-2
Q15544	P36508	9E-3
Q7L5A3	Q15599	1.3E-2
P05164	Q15599	5.9E-3
O76039	Q15599	1E-2
Q11201	Q15599	8.1E-3
P01730	Q15599	1.1E-2
Q9P219	Q15599	4.2E-3
P16444	Q15599	9.6E-3
P16157	Q15599	8.7E-3
Q14999	Q15599	1.1E-2
Q13554	Q15599	8.8E-3
Q9Y2G9	Q15599	9.8E-3
Q02790	P78549	7.3E-3
Q8N7H5	P78549	5.9E-3
P42679	P78549	8E-3
P20618	P78549	8.4E-3
Q9NYQ7	P78549	7.8E-3
Q8N6R0	P78549	6.1E-3
Q15031	P78549	7.8E-3
Q6P2E9	P78549	6.7E-3
P28340	P78549	3E-3
Q15021	P08754	1.2E-2
O00116	P08754	9.8E-3
P30876	P08754	1.2E-2
Q15544	P08754	1.2E-2
O15347	O00410	7E-3
P42285	O00410	1.2E-2
Q9NUL3	O00410	1.5E-2
Q9UBS8	P04181	1.1E-2
Q9Y2I8	P04181	1.3E-2
P54803	P04181	2.2E-2
Q7Z3T8	Q16513	1.1E-2
Q96PU5	Q16513	1.2E-2
Q9H4A3	Q16513	1.3E-2
Q8N7H5	Q9BV38	1E-2
P20618	Q9BV38	1.4E-2
Q9NYQ7	Q9BV38	1.3E-2
P31930	Q9BV38	1.2E-2
P07992	Q9BV38	1E-2
P28340	Q9BV38	4.6E-3
P78549	Q9BV38	6.6E-3
P14209	Q15035	2.9E-3
P10646	Q15035	4.7E-3
Q96CC6	Q15035	6.3E-3
Q9UDR5	Q15035	6.2E-3
Q9NY15	Q15035	5.1E-3
Q30201	Q15035	7.6E-3
P49184	Q15035	8E-3
Q68CQ7	Q15035	6.2E-3
O43623	Q15035	5.4E-3
P25445	Q15035	8.3E-3
P18206	Q15035	7.1E-3
P13611	Q15035	6.5E-3
P27816	Q15035	7.4E-3
P16989	Q15035	3.6E-3
P20701	P23743	1.2E-2
P40259	P23743	1.5E-2
Q9Y228	P23743	2E-2
Q13761	P23743	1.3E-2
Q13489	P23743	1.3E-2
Q13183	P21860	1.5E-2
P08922	P21860	1.1E-2
Q02790	Q15046	1E-2
O14561	Q15046	8.9E-3
Q6FI81	Q15046	1.1E-2
P20618	Q15046	1.1E-2
Q8N6R0	Q15046	9.9E-3
Q6P2E9	Q15046	9.1E-3
P78549	Q15046	5.7E-3
P80192	Q96T58	1.5E-2
Q9NVH1	Q96T58	1.4E-2
Q2KHT3	Q96T58	1.2E-2
Q8WXH0	Q96T58	1.5E-2
Q13616	Q96T58	1.6E-2
Q8IX01	Q96T58	1.3E-2
P14209	Q15746	4.2E-3
Q9Y4D7	Q15746	5.6E-3
O75563	Q15746	8.1E-3
Q99594	Q15746	9.1E-3
Q9GZV5	Q15746	5.4E-3
P46734	Q15746	8.9E-3
P18206	Q15746	1.1E-2
Q9NZB2	Q15746	7.9E-3
Q14766	Q15746	8.4E-3
O60762	Q8WU90	1.2E-2
O14561	Q8WU90	1.1E-2
O14628	Q8WU90	1.3E-2
P40925	Q8WU90	1.9E-2
Q9Y3F4	Q8WU90	1.7E-2
Q15276	P45985	1.3E-2
Q9Y2I8	P45985	1.1E-2
O60333	P45985	1.1E-2
P63010	O60641	1.1E-2
Q93050	O60641	5.7E-3
Q9Y2A7	O60641	9.6E-3
Q92625	O60641	9E-3
Q9P2D0	Q9H2G2	1.9E-2
O94874	Q9H2G2	2.1E-2
Q8IWV8	Q9H2G2	1.5E-2
Q9H1Y0	Q9H2G2	2.2E-2
O94921	Q9H2G2	2.3E-2
O43739	Q9UMD9	8.6E-3
O75594	Q9UMD9	1E-2
P21815	Q9UMD9	6.9E-3
Q16611	Q9UMD9	1.2E-2
Q07011	Q9UMD9	9.8E-3
Q13753	Q9UMD9	1.6E-2
Q15506	Q9UMD9	4.4E-3
Q4KMG0	Q9UMD9	1.3E-2
Q9NP31	Q04759	1.1E-2
Q14126	Q04759	2.1E-2
O95479	Q04759	9.1E-3
O43909	Q04725	1.5E-2
P27816	Q04725	2E-2
Q9UPQ0	Q04725	2.2E-2
O00167	Q04725	2.4E-2
P51797	Q9Y576	4.2E-3
Q13495	Q9Y576	9E-3
Q15785	Q9Y576	9.6E-3
P49591	Q9Y576	9.8E-3
Q93050	Q9Y576	4.9E-3
Q16849	Q9Y576	6.9E-3
Q16775	Q9Y576	1.2E-2
Q8IWP9	P48163	1.5E-2
Q16849	P48163	1.2E-2
P14209	Q86TI0	4.5E-3
Q99594	Q86TI0	1.2E-2
Q9P0K7	Q86TI0	1E-2
Q9NSC5	Q86TI0	1E-2
P12107	Q86TI0	1.2E-2
P78317	Q86TI0	1.2E-2
O43462	Q14004	1.6E-2
O75925	Q14004	1.8E-2
Q9UMQ3	Q14004	1.4E-2
P61619	Q14004	1.7E-2
O75223	P13995	9.7E-3
P14210	P13995	1.3E-2
Q14847	Q9P0K8	1.9E-2
P31629	Q9P0K8	1E-2
Q8N5U6	Q9P0K8	1.8E-2
Q2KHT3	Q9P0K8	1.2E-2
Q5TZA2	Q9P0K8	1E-2
Q9UBU7	P67809	1.5E-2
P63313	P67809	2.3E-2
P35499	P27815	1.3E-2
Q9BRB3	P27815	2E-2
Q16661	P27815	1.1E-2
O15519	Q15172	1.2E-2
P50221	Q15172	1E-2
Q16563	Q15172	6.9E-3
Q9BYC5	Q15172	9.5E-3
P07686	Q15172	6E-3
P16989	Q15172	5.1E-3
Q16602	Q15172	7.2E-3
P23743	Q15172	1.2E-2
Q9UPZ6	P26232	1.3E-2
Q9UKZ4	P26232	1.5E-2
Q3KR37	P26232	1.4E-2
P28331	P26232	1.2E-2
O60333	P26232	9.7E-3
P19525	P26232	1.3E-2
P21815	Q15717	6.5E-3
Q15506	Q15717	4.2E-3
P28069	Q15717	1E-2
P14209	P35590	3.9E-3
Q92851	P35590	1E-2
P10646	P35590	6.7E-3
Q9Y4D7	P35590	5.5E-3
P21731	P35590	9.7E-3
P35228	P35590	9.5E-3
Q99594	P35590	8.5E-3
Q9NY15	P35590	7E-3
Q9GZV5	P35590	4.7E-3
O43897	P35590	1.2E-2
Q14766	P35590	8.8E-3
Q9NSC5	P35590	8.3E-3
P30679	P35590	8.7E-3
Q16602	P35590	7.5E-3
Q15172	P35590	6.5E-3
Q76N89	O75164	6.9E-3
Q92793	O75164	6.2E-3
O95153	O75164	7.4E-3
Q9NVH1	O75164	8.6E-3
O60271	O75164	5.7E-3
O75448	O75164	9.1E-3
Q9UIG0	O75164	6.3E-3
Q14241	O75164	1.2E-2
Q8IXZ2	O75164	8.6E-3
Q13618	O75164	6E-3
Q13616	O75164	8.1E-3
Q5TZA2	O75164	6.2E-3
Q9NZT2	O75164	8.8E-3
Q96DI7	O75164	6.7E-3
Q96T58	O75164	8.3E-3
Q9P0K8	O75164	7.9E-3
Q9NVH1	Q13952	1.3E-2
O75448	Q13952	1.4E-2
Q8IXZ2	Q13952	1.6E-2
Q9UIX4	Q13952	1.4E-2
Q9UQC2	Q13952	9.2E-3
Q14055	Q13952	1.4E-2
O75164	Q13952	8.9E-3
P08514	P48764	1.9E-2
Q99558	P48764	1.3E-2
Q16661	P48764	9.2E-3
Q6MZW2	P48764	9.7E-3
Q6P499	Q9UIB8	1.1E-2
P23759	Q9UIB8	3.5E-3
P21583	Q9UIB8	1.1E-2
O95479	Q9UIB8	5.1E-3
P51787	Q9UIB8	1.5E-2
P61619	Q9UIB8	1E-2
P51787	P17947	2.4E-2
P07358	P56856	8.9E-3
O60762	O95625	1.2E-2
O14628	O95625	1.3E-2
P17010	O95625	1.4E-2
Q16526	O95625	1.8E-2
O00443	O95625	1.6E-2
Q16533	O95625	1.3E-2
Q12769	O95625	1.2E-2
Q9BYC5	O95625	1.5E-2
Q9Y2G3	O95625	1.8E-2
P09769	P54252	1.5E-2
P26367	P21802	2E-2
P29320	P21802	2.2E-2
P08922	P21802	1.1E-2
P20366	O00423	2.3E-2
P80192	O00423	1.9E-2
O43490	O00423	9.7E-3
P15309	O00423	9.3E-3
Q16533	O00423	1.4E-2
Q8TAP4	O00423	1.6E-2
Q15032	O00423	1.7E-2
Q9UPQ0	O00423	1.9E-2
O60306	Q9NXG2	1.5E-2
Q7Z5K2	Q9NXG2	1.2E-2
O60673	Q9Y6D6	1.3E-2
Q8TDY2	Q9Y6D6	2E-2
Q9UKA4	Q9Y6D6	1.1E-2
Q8IWV8	Q9Y6D6	1.5E-2
Q9UGP8	Q9Y6D6	1.2E-2
Q9H6S0	Q9Y6D6	1.3E-2
Q9NYJ8	Q9Y6D6	1.8E-2
Q9NUL3	Q15390	2.3E-2
P13995	Q15390	1.1E-2
P35221	P22830	2.2E-2
O95153	O15523	1.7E-2
O60271	O15523	8.4E-3
Q9NYQ7	O15523	1.5E-2
P23352	O15523	2.6E-2
Q9BY66	O15523	5.7E-2
Q99767	O15523	8.6E-3
Q13618	O15523	1E-2
Q9Y576	Q01813	1E-2
P30988	Q13907	1.5E-2
Q15800	Q13907	1.9E-2
Q16775	Q13907	1.7E-2
P04181	Q13907	1.4E-2
Q01813	Q13907	1.7E-2
Q16563	P23497	7.9E-3
Q06187	P23497	1.3E-2
P30740	P23497	9.6E-3
O75563	Q99612	1.3E-2
Q9NY15	Q99612	1.1E-2
P20333	Q99612	9.5E-3
P46734	Q99612	1.6E-2
P07686	Q99612	8.7E-3
P16989	Q99612	7.5E-3
Q15035	Q99612	6.4E-3
Q15746	Q99612	1E-2
P31513	O14494	1.4E-2
Q16563	O14494	6.7E-3
Q01740	O14494	1.3E-2
Q9GZV5	O14494	5.6E-3
Q13491	O14494	1E-2
Q6ZVD8	Q92859	2.1E-2
Q92567	Q92859	1.9E-2
A5PKW4	Q92859	1.2E-2
P10646	Q15629	7.9E-3
P54819	Q15629	1.2E-2
P13473	Q15629	9E-3
Q16563	Q15629	6.6E-3
P49184	Q15629	1.2E-2
O94874	Q15629	9E-3
P15260	Q15629	8.4E-3
P07686	Q15629	6.8E-3
Q15011	Q15629	1E-2
Q9Y2G3	Q15629	9.5E-3
P16989	Q15629	5.1E-3
Q15172	Q15629	7.5E-3
O75665	P46020	1.6E-2
P49619	P46020	1.4E-2
P08603	P19438	5.3E-3
P14209	P19438	3.1E-3
Q92851	P19438	7.5E-3
O15519	P19438	8.4E-3
P10646	P19438	5.1E-3
Q96CC6	P19438	6.7E-3
Q9UDR5	P19438	7.2E-3
Q9NY15	P19438	6E-3
Q30201	P19438	8.4E-3
P49184	P19438	9.2E-3
P30740	P19438	5E-3
P08670	P19438	9.1E-3
P25445	P19438	8.4E-3
P24723	P19438	7.2E-3
P20333	P19438	4.5E-3
P18206	P19438	7.6E-3
P27816	P19438	7.5E-3
P07686	P19438	4.3E-3
P16989	P19438	3.8E-3
P30679	P19438	6.5E-3
Q15035	P19438	3.6E-3
O76009	Q02641	1.2E-2
O60333	Q02641	1.3E-2
P13473	O60447	9.1E-3
Q16563	O60447	6.5E-3
P07686	O60447	6.1E-3
Q15011	O60447	1.4E-2
Q02153	O60447	1.1E-2
Q9H2G2	O60447	1.2E-2
Q15172	O60447	7.5E-3
O14494	O60447	8.9E-3
P42679	Q9UBI4	2E-2
Q3KR37	Q9UBI4	1.8E-2
P28340	Q9UBI4	5.9E-3
P78549	Q9UBI4	8.1E-3
Q9P0K7	P14618	1.4E-2
P13995	P14618	1.2E-2
P46020	P14618	1.4E-2
O60762	Q7Z478	9.3E-3
O00522	Q7Z478	1.3E-2
P17010	Q7Z478	1.5E-2
O00443	Q7Z478	1.5E-2
Q8TDY2	Q7Z478	9.7E-3
Q9NYF8	Q7Z478	6.8E-3
O14974	Q7Z478	1.3E-2
Q7Z5K2	Q7Z478	8.5E-3
O95625	Q7Z478	1.3E-2
O60762	Q5QJE6	1.1E-2
P40925	Q5QJE6	1.5E-2
P35251	Q5QJE6	1.4E-2
Q8WU90	Q5QJE6	2.1E-2
Q7Z478	Q5QJE6	1.3E-2
P51797	Q12888	7.8E-3
Q9UKA4	Q12888	1.2E-2
Q93050	Q12888	9.3E-3
Q99767	Q12888	1.1E-2
Q9Y2I8	Q12888	1.5E-2
P45984	Q12888	2E-2
Q16775	Q12888	2.9E-2
O75493	Q12816	1.6E-2
Q8IX01	Q12816	1.4E-2
Q9NUL3	Q9Y3B9	2.1E-2
O00410	Q9Y3B9	1.4E-2
P14209	P61586	6.4E-3
P53680	P61586	1.8E-2
P11021	P61586	2.6E-2
Q05195	Q14562	1.6E-2
P28340	Q14562	4.1E-3
O14593	Q14562	1.1E-2
Q13952	Q14562	9.3E-3
Q13387	Q05513	6.6E-3
Q9Y2I1	Q05513	9.9E-3
P51797	Q05513	4.2E-3
Q9UBB6	Q05513	1.3E-2
Q8WTV1	Q05513	1.3E-2
Q5THJ4	Q05513	9.5E-3
O60333	Q05513	7.7E-3
Q96F07	Q05513	8.4E-3
Q16533	Q9NSE4	1.4E-2
P49754	P21579	1.5E-2
P51797	P21579	6E-3
P26232	P21579	1.3E-2
Q01813	P21579	1.9E-2
Q9UKG9	Q8IVL0	1.4E-2
P31629	Q8IVL0	1.2E-2
Q5THJ4	Q8IVL0	1.3E-2
Q05513	Q8IVL0	9E-3
Q9UJK0	P51553	1.9E-2
O75493	P51553	1.7E-2
P78423	Q16720	1.6E-2
P21815	Q16720	9.2E-3
Q15506	Q16720	5.9E-3
P46063	Q13464	1.8E-2
Q9NPA2	Q13464	1.4E-2
Q9Y4K4	Q13464	1.5E-2
Q9P0K7	Q13464	1.3E-2
P12270	Q13464	1.4E-2
Q9UIY3	Q13951	2.1E-2
P35221	Q13951	2.1E-2
O14974	Q13951	1.5E-2
Q9Y238	Q15120	8.5E-3
P14209	Q12891	6.2E-3
Q5TAA0	Q12891	8.4E-3
P24723	Q12891	1.6E-2
O95479	Q12891	5.9E-3
P61586	Q12891	2.3E-2
Q6SZW1	P56524	1.4E-2
Q9UKZ4	P56524	1.5E-2
P31629	P56524	1E-2
Q3KR37	P56524	1.6E-2
Q92887	P56524	1.4E-2
Q9UQC2	P56524	9E-3
O95319	P56524	1.7E-2
P35052	P56524	1.9E-2
Q9P0K8	P56524	1.4E-2
O75164	P56524	7.4E-3
O95479	Q9NS23	6.6E-3
P61619	Q9NS23	1.5E-2
O76076	Q9NS23	1.1E-2
O43490	P22607	8.8E-3
O60861	P22607	1E-2
P26367	P22607	1E-2
P15309	P22607	9E-3
P50993	P22607	9.4E-3
Q9Y6X6	P22607	1.5E-2
Q07912	P22607	1.3E-2
Q96IC2	Q13057	1.5E-2
P31930	Q13057	1.6E-2
P28340	Q13057	6E-3
P78549	Q13057	9.3E-3
