Gene_A	Gene_B	Weight
P43652	Q6UX53	7.6E-3
Q16822	Q6UX53	9.5E-3
P05981	Q6UX53	8.6E-3
Q9UGJ0	Q6UX53	1.9E-2
Q01449	Q6UX53	1.7E-2
Q08426	Q6UX53	8.6E-3
Q9NYQ3	Q6UX53	1.1E-2
Q9H2A2	Q6UX53	9.3E-3
P16860	Q6UX53	2E-2
P00747	Q6UX53	8.8E-3
P22460	Q6UX53	1.6E-2
Q9UI17	Q6UX53	1.3E-2
Q9Y5C1	Q6UX53	9.6E-3
Q9BY64	Q6UX53	1E-2
Q9UBQ7	Q6UX53	1.3E-2
Q9Y694	Q6UX53	1.3E-2
P50053	Q6UX53	1.1E-2
Q9BX93	Q6UX53	3.1E-2
Q86YQ8	Q6UX53	2E-2
O14975	Q6UX53	1.1E-2
Q93088	Q6UX53	1.1E-2
Q9BYV6	Q6UX53	1.4E-2
Q14117	Q6UX53	9.5E-3
Q9NQ94	Q6UX53	7.3E-3
A2VDF0	Q6UX53	1E-2
Q6IB77	Q6UX53	9.5E-3
Q8TDX5	Q6UX53	9.2E-3
P51690	Q6UX53	1.6E-2
P32754	Q6UX53	9.1E-3
P11168	Q6UX53	7.4E-3
P07148	Q6UX53	1.1E-2
Q86UW1	Q6UX53	1.7E-2
Q3ZCN5	Q6UX53	2.8E-2
Q6ZRY4	Q6UX53	1.3E-2
P08697	Q6UX53	8E-3
Q99424	Q6UX53	1E-2
Q7Z4W1	Q6UX53	7.7E-3
P49916	Q6ZNB6	7.6E-3
Q16526	Q6ZNB6	9.8E-3
Q9NR20	Q6ZNB6	4.5E-3
P98182	Q6ZNB6	6.3E-3
Q05BQ5	Q6ZNB6	9.3E-3
Q68CQ7	Q6ZNB6	5.3E-3
Q13099	Q6ZNB6	3.9E-3
Q9UNX3	Q6ZNB6	5.7E-3
Q9P0W8	Q6ZNB6	3.8E-3
Q9H6S0	Q6ZNB6	1.1E-2
P12270	Q6ZNB6	9.9E-3
Q9UN30	Q6ZNB6	7.8E-3
Q9NRY5	Q6ZNB6	8.8E-3
Q8ND82	Q6ZNB6	5.6E-3
Q9BVS4	Q6ZNB6	9.9E-3
Q9UHI6	Q6ZNB6	6.4E-3
Q8TBA6	Q6ZNB6	3.5E-3
P19784	Q6ZNB6	1.1E-2
Q9GZP9	Q6ZNB6	8.6E-3
Q5HYJ3	Q6ZNB6	1.1E-2
Q8WXW3	Q6ZNB6	3.7E-3
Q9UHK0	Q6ZNB6	8.1E-3
Q86YB8	Q6ZNB6	7.4E-3
Q9H6U8	Q6ZNB6	9E-3
Q96RL1	Q6ZNB6	3.2E-3
Q9Y224	Q6ZNB6	3.5E-3
Q96IK5	Q6ZNB6	8.2E-3
Q9UBC3	Q6ZNB6	9.7E-3
Q7L622	Q6ZNB6	9.8E-3
Q9NW75	Q6ZNB6	8.8E-3
Q9UBS9	Q6ZNB6	7.3E-3
Q96LB3	Q6ZNB6	5.1E-3
Q15459	Q6ZNB6	1E-2
O95696	Q6ZNB6	4.3E-3
Q99675	Q6ZNB6	4.1E-3
Q9Y366	Q6ZNB6	1.1E-2
Q05048	Q6ZNB6	9.4E-3
Q9NV56	Q6ZNB6	4.5E-3
Q6IQ32	Q6ZNB6	9.1E-3
Q9UNA4	Q6ZNB6	8.5E-3
Q99708	Q6ZNB6	9E-3
Q9NYU1	Q6ZNB6	9.6E-3
Q8NEM7	Q6ZNB6	1E-2
Q9UL03	Q6ZNB6	1E-2
Q75N03	Q6ZNB6	1.1E-2
Q9P287	Q6ZNB6	9.5E-3
Q00059	Q6ZNB6	9.5E-3
Q8IX18	Q6ZNB6	5.6E-3
Q8IY31	Q6ZNB6	5.3E-3
Q9UKJ5	Q6ZNB6	3.8E-3
P32780	Q6ZNB6	1E-2
P50579	Q6ZNB6	1.1E-2
Q9UHW5	Q6ZNB6	5.1E-3
Q9Y5Z7	Q6ZNB6	1.1E-2
O75496	Q6ZNB6	8.9E-3
P20226	Q6ZNB6	5.3E-3
Q13123	Q6ZNB6	7.3E-3
Q9NVR7	Q6ZNB6	7.5E-3
Q9NWB7	Q6ZNB6	1E-2
Q9Y6A9	Q6ZNB6	6E-3
O75886	Q6ZNB6	1.1E-2
Q53HI1	Q6ZNB6	3E-3
Q5H9S7	Q6ZNB6	8.6E-3
Q13416	Q6ZNB6	8.7E-3
Q86YI8	Q6ZNB6	7.1E-3
Q9P2K3	Q6ZNB6	1.2E-2
P15927	Q6ZNB6	6E-3
Q9Y2B1	Q6ZNB6	9.3E-3
Q96RS6	Q6ZNB6	1.1E-2
Q96B26	Q6ZNB6	2.2E-3
P38432	Q6ZNB6	3.9E-3
Q7Z2T5	Q6ZNB6	8.1E-3
Q96IW7	Q6ZNB6	9.7E-3
Q5QP82	Q6ZNB6	1.1E-2
Q9Y6D5	Q6ZNB6	7.7E-3
Q9Y530	Q6ZNB6	8.3E-3
P78312	Q6ZNB6	3.7E-3
Q5JVF3	Q6ZNB6	3.1E-3
O95619	Q6ZNB6	5.6E-3
Q9NUX5	Q6ZNB6	5.8E-3
Q969U7	Q6ZNB6	3.4E-3
Q96NB1	Q6ZNB6	9.6E-3
Q9UJC3	Q6ZNB6	8.9E-3
Q8WVD3	Q6ZNB6	6.1E-3
Q5VZE5	Q6ZNB6	7.8E-3
Q9Y2Z2	Q6ZNB6	1.1E-2
Q5TB80	Q6ZNB6	1E-2
Q14444	Q6ZNB6	8.9E-3
Q86T82	Q6ZNB6	8.4E-3
O96019	Q6ZNB6	3.2E-3
Q9H0E3	Q6ZNB6	4.1E-3
Q9NXF1	Q6ZNB6	9E-3
Q9H0F5	Q6ZNB6	1.2E-2
Q05D32	Q6ZNB6	1.1E-2
Q8TCX1	Q6ZNB6	8.5E-3
Q9UII4	Q6ZNB6	4.2E-3
Q9HBU6	Q6ZNB6	9.7E-3
Q9BVL2	Q6ZNB6	9.6E-3
Q8IZM9	Q6ZNB6	9.7E-3
Q9GZS3	Q6ZNB6	9.2E-3
Q6NT04	Q6ZNB6	6.6E-3
Q13352	Q6ZNB6	6.7E-3
Q6IQ49	Q6ZNB6	1E-2
Q8TCD6	Q6ZNB6	7.8E-3
Q5VVH5	Q6ZNB6	9E-3
Q96LU5	Q6ZNB6	9.8E-3
Q8IZD4	Q6ZNB6	4.8E-3
Q5JUR7	Q6ZNB6	3.7E-3
Q07326	Q6ZNB6	6.1E-3
O43150	Q6ZNB6	8.5E-3
Q9H4B6	Q6ZNB6	8.9E-3
Q8N9B5	Q6ZNB6	1.1E-2
O75943	Q6ZNB6	6.5E-3
O15182	Q6ZNB6	3.2E-3
Q8WYP5	Q6ZNB6	9.2E-3
Q9Y2L5	Q6ZNB6	3.7E-3
P29083	Q6ZNB6	6.5E-3
Q14669	Q6ZNB6	9.8E-3
Q96NL3	Q6ZNB6	7.6E-3
Q9P2X3	Q6ZNB6	8.7E-3
Q14201	Q6ZNB6	1E-2
Q8N4J0	Q6ZNB6	1.1E-2
Q9BYE7	Q6ZNB6	7.3E-3
Q6UVJ0	Q6ZNB6	6.4E-3
P15056	Q6ZNB6	9E-3
Q13620	Q6ZNB6	9.7E-3
Q9BVK2	Q6ZNB6	6.8E-3
Q9NYP3	Q6ZNB6	6.5E-3
Q8IWV7	Q6ZNB6	9.5E-3
Q96DX4	Q6ZNB6	1.2E-2
O94782	Q6ZNB6	4E-3
Q92968	Q6ZNB6	1.1E-2
Q8NHS4	Q6ZNB6	6E-3
Q8NFH5	Q6ZNB6	2.4E-3
Q8NCU4	Q6ZNB6	7.3E-3
Q15008	Q6ZNB6	1E-2
Q14493	Q6ZNB6	4.5E-3
O43913	Q6ZNB6	9.4E-3
Q69YN4	Q6ZNB6	8.1E-3
Q7Z3E2	Q6ZNB6	1E-2
Q86XR8	Q6ZNB6	7.8E-3
Q9UL15	Q6ZNB6	9.1E-3
Q9Y5A6	Q6ZNB6	9.5E-3
O43747	Q6ZNB6	9.9E-3
O43809	Q6ZNB6	9.1E-3
O60765	Q6ZNB6	8.8E-3
Q8NDZ2	Q6ZNB6	5.7E-3
O95631	O95678	2.4E-2
A4D0S4	O95678	2.1E-2
Q13585	O95678	9.2E-3
Q6P597	O95678	2.1E-2
ENSG00000105991	O95678	1.7E-2
Q309B1	O95678	3E-3
P35243	O95678	3.4E-3
P10767	O95678	4E-3
Q9NZD1	O95678	3.7E-3
Q9BXI3	O95678	7.5E-3
Q12836	O95678	3.5E-3
Q9UQP3	O95678	1.7E-2
Q9HD90	O95678	3.1E-3
Q9NZH6	O95678	2E-2
Q96PH6	O95678	4.2E-3
Q14525	O95678	2.2E-2
P56915	O95678	4.1E-3
P78386	O95678	2.4E-2
Q3SY84	O95678	2.2E-2
P00533	O95678	1.8E-2
O95813	O95678	3.3E-3
Q96JP9	O95678	1.7E-2
P06126	O95678	1.5E-2
P29016	O95678	4.3E-3
Q07283	O95678	2E-2
Q96NS5	O95678	8.8E-3
P56705	O95678	1.9E-2
Q8TE12	O95678	6.6E-3
Q96LB8	O95678	1.2E-2
Q05DH4	O95678	2.1E-2
Q8IW75	O95678	1.4E-2
P61018	O95678	3.8E-3
Q8WWY7	O95678	2E-2
Q13495	Q6ZUT9	2.3E-2
O60641	Q6ZUT9	4E-3
O14775	Q6ZUT9	2.9E-2
O95931	Q6ZUT9	1E-2
Q9NPG1	Q6ZUT9	1.3E-2
O00124	Q6ZUT9	1.8E-2
Q99962	Q6ZUT9	5.4E-3
Q9BPX6	Q6ZUT9	2E-2
P17844	Q6ZUT9	1.1E-2
Q9NP90	Q6ZUT9	1.6E-2
P63162	Q6ZUT9	1.2E-2
Q9UGN5	Q6ZUT9	1.9E-2
P60880	Q6ZUT9	1.4E-2
Q9H2B2	Q6ZUT9	8E-3
Q569K4	Q6ZUT9	2.3E-2
Q13634	Q6ZUT9	8.2E-3
Q86XE3	Q6ZUT9	5.5E-3
Q9NYI0	Q6ZUT9	1.1E-2
Q5H9M0	Q6ZUT9	2E-2
P0CG35	Q6ZUT9	3.4E-2
Q8IYD2	Q6ZUT9	2.2E-2
Q96NS1	Q6ZUT9	9.3E-3
Q7Z6L0	Q6ZUT9	9.7E-3
Q8WW38	Q6ZUT9	1.4E-2
Q8NDZ2	Q6ZUT9	1.6E-2
P08603	P08571	1.5E-2
P28838	P08571	1.6E-2
Q96HP8	P08571	1.4E-2
P10646	P08571	1.9E-2
P31513	P08571	5.4E-3
P14210	P08571	1.4E-2
P07358	P08571	5.5E-3
Q13133	P08571	1.6E-2
P13671	P08571	1E-2
Q13103	P08571	9.7E-3
P31994	P08571	1.5E-2
Q96IY4	P08571	5.7E-3
Q9H2F3	P08571	1E-2
P55899	P08571	9.4E-3
Q15166	P08571	1.3E-2
Q99969	P08571	1.3E-2
Q9H2W1	P08571	2.3E-2
Q96JQ5	P08571	1.8E-2
P50416	P08571	1.6E-2
P02790	P08571	6.5E-3
P04179	P08571	1.7E-2
P02748	P08571	5.6E-3
P02751	P08571	1.9E-2
Q02363	P08571	1.6E-2
Q92954	P08571	1.4E-2
P28845	P08571	1.1E-2
P07339	P08571	1.6E-2
P04217	P08571	5.7E-3
P04003	P08571	6.3E-3
P01024	P08571	1.8E-2
P00742	P08571	1.4E-2
P04424	P08571	8.1E-3
O43795	P08571	1.5E-2
P02654	P08571	1.1E-2
Q9UBM1	P08571	1.8E-2
Q9UHD4	P08571	7.1E-3
Q06278	P08571	1.1E-2
Q9NZP8	P08571	2.1E-2
Q9UKL6	P08571	1E-2
Q01628	P08571	5.9E-3
O75636	P08571	1.3E-2
P07099	P08571	1.4E-2
Q53H76	P08571	1.9E-2
P02774	P08571	6.3E-3
Q9NV12	P08571	1.5E-2
A2VDF0	P08571	9.1E-3
P05155	P08571	1.2E-2
Q8N139	P08571	1.6E-2
Q9Y279	P08571	1.1E-2
P02747	P08571	1.3E-2
ENSG00000288512	P08571	1.4E-2
Q16553	P08571	1.7E-2
Q9H2A7	P08571	1.3E-2
Q06033	P08571	8.2E-3
Q969E1	P08571	7.2E-3
O95477	P08571	1.9E-2
P06681	P08571	1.3E-2
P40261	P08571	1.5E-2
Q9BQB6	P08571	1.3E-2
Q9BY76	P08571	1.6E-2
Q5TGL8	P08571	1.6E-2
Q2Y0W8	Q9H819	2.5E-2
O60641	Q9H819	5.8E-3
P26232	Q9H819	8.6E-3
O00139	Q9H819	1.5E-2
O94967	Q9H819	6.2E-3
Q8IZD9	Q9H819	6.4E-3
Q16555	Q9H819	7E-3
Q9UQ03	Q9H819	8.9E-3
P09972	Q9H819	9.9E-3
Q8TC92	Q9H819	2E-2
Q9P2Z0	Q9H819	1.4E-2
Q9Y496	Q9H819	7.9E-3
Q9UPY6	Q9H819	1E-2
Q9HBH7	Q9H819	6.2E-3
O95197	Q9H819	8E-3
Q96A70	Q9H819	1.2E-2
Q9UI15	Q9H819	5.8E-3
Q8IY45	Q9H819	8.7E-3
O14525	Q9H819	5.7E-3
Q92556	Q9H819	1.3E-2
Q96DA2	Q9H819	9.9E-3
Q86XD5	Q9H819	1.2E-2
Q9UK12	Q9H819	2.8E-2
Q7L266	Q9H819	2.3E-2
Q8IW50	Q9H819	7.9E-3
Q96FC7	Q9H819	8.6E-3
O00213	Q9H819	8.4E-3
Q00994	Q9H819	8.8E-3
Q9NYB0	Q9H819	8.8E-3
Q9UBU7	Q9H6W3	7.8E-3
Q15785	Q9H6W3	2E-2
P62380	Q9H6W3	9.7E-3
Q16667	Q9H6W3	9.4E-3
Q8N1F7	Q9H6W3	2E-2
Q92527	Q9H6W3	7.5E-3
Q5JRX3	Q9H6W3	1.8E-2
O75694	Q9H6W3	8.5E-3
Q16854	Q9H6W3	2.2E-2
Q6ZMZ0	Q9H6W3	1.6E-2
O00214	Q9H6W3	2.1E-2
P09430	Q9H6W3	9.1E-3
Q86XZ4	Q9H6W3	1.9E-2
Q16626	Q9H6W3	1.1E-2
P20155	Q9H6W3	7.3E-3
Q9Y448	Q9H6W3	1.9E-2
P23258	Q9H6W3	1.1E-2
P78396	Q9H6W3	1.3E-2
Q9H0E3	Q9H6W3	1E-2
Q92750	Q9H6W3	2.1E-2
Q9UBE0	Q9H6W3	1.9E-2
Q96JY0	Q9H6W3	9.3E-3
Q9Y614	Q9H6W3	8.4E-3
Q8NEY3	Q9H6W3	7.6E-3
O75952	Q9H6W3	1.1E-2
Q14093	Q9H6W3	7.3E-3
Q9BZQ2	Q9H6W3	9.2E-3
Q5T8I9	Q9H6W3	9.9E-3
Q8N3I7	Q9H6W3	7.7E-3
P49901	Q9H6W3	6.2E-3
Q96EH5	Q9H6W3	1.1E-2
Q14493	Q9H6W3	1.2E-2
O43913	Q9H6W3	2.1E-2
P78371	Q9H6W3	1.1E-2
Q96KB5	Q9H6W3	8.4E-3
Q8TBZ0	Q9H6W3	7E-3
Q9H0K4	Q86W54	7.7E-3
Q9UQB9	Q86W54	1.1E-2
Q8WWF5	Q86W54	6.6E-3
O95473	Q86W54	9.6E-3
Q9NQT6	Q86W54	9.3E-3
Q6UWQ5	Q86W54	1.8E-2
Q9BQP9	Q86W54	8.8E-3
P26436	Q86W54	9.6E-3
Q8IYM0	Q86W54	9.2E-3
Q9BXB7	Q86W54	1.2E-2
Q5JU00	Q86W54	7.3E-3
Q8IXQ8	Q86W54	1.4E-2
Q5T9G4	Q86W54	8.7E-3
A0PJX0	Q86W54	9.5E-3
Q8IY82	Q86W54	1E-2
Q6YFQ2	Q86W54	7.7E-3
Q8N6L0	Q86W54	1.1E-2
Q96PN8	Q86W54	8.9E-3
Q8NAT2	Q86W54	8.6E-3
Q7L0X2	Q86W54	1.8E-2
Q8N7S2	Q86W54	1.4E-2
P22612	Q86W54	1E-2
A4D1T9	Q86W54	7.1E-3
Q96LI9	Q86W54	1.6E-2
Q8WTQ4	Q86W54	9E-3
Q9H3V2	Q86W54	1.1E-2
Q8NEE8	Q86W54	1.1E-2
Q9UBU7	Q86X10	7.4E-3
P98182	Q86X10	1.6E-2
P62380	Q86X10	9.5E-3
Q16667	Q86X10	8.9E-3
Q9UKJ5	Q86X10	9.3E-3
O75694	Q86X10	8.4E-3
P09430	Q86X10	8.7E-3
P38432	Q86X10	8.5E-3
P23258	Q86X10	1.1E-2
P78396	Q86X10	1.2E-2
P26436	Q86X10	7.5E-3
Q9H0E3	Q86X10	1E-2
Q5JUR7	Q86X10	9E-3
Q9H0C2	Q86X10	8.3E-3
O75943	Q86X10	1.7E-2
Q8N865	Q86X10	8.8E-3
P78371	Q86X10	1.2E-2
P07864	Q86X10	8.5E-3
Q9H6W3	Q86X10	2.6E-2
Q9GZN4	Q9BRP8	1.8E-2
Q3KR16	Q9BRP8	1E-2
O60784	Q9BRP8	1.4E-2
Q14166	Q9BRP8	1.1E-2
Q13882	Q9BRP8	6.7E-3
O43548	Q9BRP8	2.1E-2
Q9NP81	Q9BRP8	1.5E-2
Q9BYD5	Q9BRP8	6.6E-3
O14669	Q9BRP8	1.6E-2
O60259	Q9BRP8	1.3E-2
Q9BUF7	Q9BRP8	1E-2
Q8TE68	Q9BRP8	1.7E-2
P16499	Q9BRP8	2.7E-2
Q14674	Q9BRP8	1.4E-2
Q9BYG8	Q9BRP8	1.3E-2
O00515	Q9BRP8	6.7E-3
Q96GR4	Q9BRP8	8E-3
Q3ZCV2	Q9BRP8	2.1E-2
Q05DH4	Q9BRP8	2.9E-2
Q86VU5	Q9BRP8	1.4E-2
O43278	Q9BRP8	1.2E-2
Q96SQ9	Q9BRP8	2.3E-2
Q92817	Q9BRP8	5.2E-3
Q68DD2	Q9BRP8	9.5E-3
Q8N0Z8	Q9BRP8	1.6E-2
P28907	Q8WU39	1.9E-2
P20701	Q8WU39	5.5E-3
Q13489	Q8WU39	1.6E-2
Q9H4E7	Q8WU39	1.4E-2
Q9NQ25	Q8WU39	2.7E-2
Q9UKQ2	Q8WU39	2.4E-2
Q02223	Q8WU39	2.8E-2
P32942	Q8WU39	7.1E-3
Q13342	Q8WU39	6.1E-3
O94768	Q8WU39	1.2E-2
P18627	Q8WU39	1.6E-2
Q68CR1	Q8WU39	2.6E-2
Q96Q80	Q8WU39	2.6E-2
P32927	Q8WU39	1E-2
Q9P1W9	Q8WU39	2.3E-2
Q92918	Q8WU39	5.5E-3
Q86YV0	Q8WU39	7.4E-3
P11912	Q8WU39	1E-2
Q86VQ1	Q8WU39	1.6E-2
Q16633	Q8WU39	2.5E-2
P29350	Q8WU39	4.7E-3
Q12918	Q8WU39	1E-2
P78556	Q8WU39	2.1E-2
P43403	Q8WU39	9.2E-3
O60759	Q8WU39	1.3E-2
P06729	Q8WU39	1E-2
P09326	Q8WU39	7.3E-3
O75995	Q8WU39	5.4E-3
Q8IWV1	Q8WU39	1.5E-2
Q9H171	Q8WU39	1.9E-2
Q9H665	Q8WU39	6.3E-3
P32248	Q8WU39	1E-2
P15153	Q8WU39	7.6E-3
P01591	Q8WU39	2E-2
Q15063	Q8WU39	1.6E-2
Q99467	Q8WU39	6.9E-3
Q9NYL4	Q8WU39	2.2E-2
Q9Y3P8	Q8WU39	1.3E-2
P26842	Q8WU39	9.7E-3
P26010	Q8WU39	1.3E-2
P15498	Q8WU39	6.4E-3
Q96RD9	Q8WU39	2.7E-2
Q5VWP3	Q8WU39	2.2E-2
P31785	Q8WU39	6.3E-3
Q86UX7	Q8WU39	6.6E-3
Q8N5I9	Q8WU39	1.7E-2
Q15118	Q8WU39	2.8E-2
P09693	Q8WU39	1E-2
Q9Y6W8	Q8WU39	1.5E-2
P04234	Q8WU39	9.9E-3
Q15669	Q8WU39	6.3E-3
P30740	P19013	1.5E-2
P30679	P19013	7.5E-3
P78337	P19013	8.5E-3
Q9UL52	P19013	7.9E-3
O00204	P19013	8E-3
Q8WWA1	P19013	7.6E-3
P22735	P19013	1.1E-2
Q7L5L3	P19013	1.6E-2
Q96L33	P19013	1E-2
P06731	P19013	1.8E-2
Q9BYD5	P19013	7.5E-3
P11055	P19013	1.8E-2
O60437	P19013	5.3E-3
P01040	P19013	7.6E-3
O95274	P19013	5.6E-3
O14944	P19013	2E-2
Q08188	P19013	1E-2
P55000	P19013	7.8E-3
O76013	P19013	1.4E-2
Q8TE68	P19013	1.6E-2
P57735	P19013	4.4E-3
Q9NQ38	P19013	9.7E-3
P32926	P19013	7.1E-3
Q9UHA7	P19013	1.6E-2
P10599	P19013	1E-2
Q14512	P19013	1.4E-2
Q9NRS4	P19013	1.5E-2
Q9UBD6	P19013	7.4E-3
Q9ULC6	P19013	1.5E-2
Q16610	P19013	1.1E-2
Q9UBG3	P19013	7.3E-3
P05109	P19013	1.6E-2
Q13021	P19013	6.8E-3
Q9HBL6	P19013	1.7E-2
O15231	P19013	7.4E-3
Q92738	P19013	1.9E-2
Q8NBV8	P19013	1.3E-2
Q8TE85	P19013	6E-3
P04080	P19013	9.1E-3
P31025	P19013	1.2E-2
Q9NSB2	P19013	1.4E-2
P07476	P19013	1.2E-2
Q9UBC9	P19013	1.1E-2
Q8TD07	P19013	1.1E-2
Q8TD30	P19013	1.8E-2
Q9GZP8	P19013	8.4E-3
Q14210	P19013	5.9E-3
Q92817	P19013	5.2E-3
Q2M2I5	P19013	1.8E-2
P35321	P19013	7.2E-3
Q9UGL9	P19013	1.1E-2
Q8N1N4	P19013	9.2E-3
P19801	Q9UHI7	4.8E-3
Q53FZ2	Q9UHI7	8E-3
O95045	Q9UHI7	8.3E-3
Q13183	Q9UHI7	6.6E-3
Q9NSD5	Q9UHI7	7E-3
Q01740	Q9UHI7	3.9E-3
P16444	Q9UHI7	6E-3
Q8NE62	Q9UHI7	1E-2
Q07973	Q9UHI7	8.7E-3
P82251	Q9UHI7	3.8E-3
Q9HAU0	Q9UHI7	7.1E-3
Q9NRM6	Q9UHI7	8.3E-3
Q68CK6	Q9UHI7	5.1E-3
P55017	Q9UHI7	5.4E-3
Q9BYE9	Q9UHI7	7.4E-3
Q02962	Q9UHI7	5E-3
P31512	Q9UHI7	8.5E-3
Q9Y6R1	Q9UHI7	8.4E-3
P98164	Q9UHI7	6.9E-3
Q9BZW2	Q9UHI7	4E-3
Q9NPH5	Q9UHI7	7.4E-3
O75154	Q9UHI7	8.2E-3
Q9UHI5	Q9UHI7	8.9E-3
O75264	Q9UHI7	4.4E-3
Q9HBB8	Q9UHI7	5.8E-3
P05162	Q9UHI7	4.5E-3
Q9UGB7	Q9UHI7	4.8E-3
Q9NVL8	Q9UHI7	6.9E-3
Q9HBY8	Q9UHI7	7.6E-3
P23526	Q9UHI7	5.5E-3
Q15274	Q9UHI7	6.2E-3
Q9UQ10	Q9UHI7	5.8E-3
O14948	Q9UHI7	8.8E-3
O60494	Q9UHI7	4.5E-3
P30039	Q9UHI7	5.5E-3
Q96BI1	Q9UHI7	6.2E-3
P48065	Q9UHI7	5.9E-3
P42685	Q9UHI7	8.7E-3
O15244	Q9UHI7	4E-3
O43598	Q9UHI7	8.6E-3
Q96Q91	Q9UHI7	7.5E-3
P20585	Q9UHI7	7.9E-3
P17342	Q9UHI7	8.3E-3
Q9BYV1	Q9UHI7	4.7E-3
Q9NP85	Q9UHI7	4E-3
P24522	Q9UHI7	7.8E-3
Q9BSE5	Q9UHI7	9.9E-3
Q08257	Q9UHI7	3.6E-3
Q9NYQ3	Q9UHI7	5.6E-3
O14966	Q9UHI7	8.7E-3
P14550	Q9UHI7	8.7E-3
O43280	Q9UHI7	4.6E-3
Q02252	Q9UHI7	7.5E-3
Q9C030	Q9UHI7	7.8E-3
O43895	Q9UHI7	3.9E-3
Q96A73	Q9UHI7	5.6E-3
P35558	Q9UHI7	5.2E-3
P12955	Q9UHI7	4.5E-3
O00476	Q9UHI7	3.8E-3
Q14916	Q9UHI7	4.3E-3
Q9H0T7	Q9UHI7	4.1E-3
P13640	Q9UHI7	6.9E-3
Q8N0X4	Q9UHI7	8.4E-3
Q12908	Q9UHI7	4.7E-3
O00592	Q9UHI7	6.6E-3
Q96GE6	Q9UHI7	7.2E-3
O75936	Q9UHI7	4.7E-3
Q9NXJ5	Q9UHI7	9.1E-3
P00966	Q9UHI7	4.9E-3
P58004	Q9UHI7	9E-3
Q06495	Q9UHI7	5.8E-3
P20711	Q9UHI7	6.7E-3
Q9H310	Q9UHI7	5.6E-3
Q96HD9	Q9UHI7	7.3E-3
Q9H2M3	Q9UHI7	4.5E-3
Q9UEF7	Q9UHI7	3.7E-3
Q9BVM4	Q9UHI7	7.9E-3
Q6UWM9	Q9UHI7	4.8E-3
P05062	Q9UHI7	8.6E-3
Q96FN5	Q9UHI7	3.8E-3
Q9UJW2	Q9UHI7	5.2E-3
Q86WA6	Q9UHI7	4.7E-3
Q92820	Q9UHI7	7.9E-3
O43826	Q9UHI7	6.8E-3
Q8TF65	Q9UHI7	8E-3
P50053	Q9UHI7	5.2E-3
Q07837	Q9UHI7	9.6E-3
Q8N264	Q9UHI7	8E-3
Q53EU6	Q9UHI7	6.9E-3
Q07075	Q9UHI7	9E-3
Q96DN0	Q9UHI7	6.3E-3
P82980	Q9UHI7	5.1E-3
P51687	Q9UHI7	8.2E-3
Q6ZMH5	Q9UHI7	4.8E-3
P31639	Q9UHI7	4.7E-3
Q96FV2	Q9UHI7	8.3E-3
Q96F10	Q9UHI7	5.4E-3
Q96C23	Q9UHI7	5.2E-3
Q56VL3	Q9UHI7	6.6E-3
Q6NUS8	Q9UHI7	9.8E-3
Q93088	Q9UHI7	4.9E-3
Q9UHG0	Q9UHI7	7E-3
Q9HBJ8	Q9UHI7	5E-3
O94903	Q9UHI7	6.3E-3
Q8N8Y2	Q9UHI7	8.7E-3
Q6P5W5	Q9UHI7	4.9E-3
Q1EHB4	Q9UHI7	4.8E-3
Q6IB77	Q9UHI7	4.9E-3
Q9BX51	Q9UHI7	7.6E-3
Q8TCC7	Q9UHI7	4.3E-3
Q96LB4	Q9UHI7	4.2E-3
P48048	Q9UHI7	4.7E-3
Q8TE04	Q9UHI7	6.2E-3
Q8TDX5	Q9UHI7	4.4E-3
A0PJK1	Q9UHI7	4.4E-3
Q9UM01	Q9UHI7	5.5E-3
O00337	Q9UHI7	7.4E-3
O95831	Q9UHI7	5.4E-3
Q99712	Q9UHI7	6.7E-3
Q96FL9	Q9UHI7	5.7E-3
Q8WWT9	Q9UHI7	8.6E-3
Q86UF1	Q9UHI7	4.5E-3
P30038	Q9UHI7	6.8E-3
Q03431	Q9UHI7	5.2E-3
O60500	Q9UHI7	5.2E-3
Q13113	Q9UHI7	4.3E-3
Q8WW52	Q9UHI7	5.2E-3
O95154	Q9UHI7	6.1E-3
Q8WWV6	Q9UHI7	9.1E-3
P53597	Q9UHI7	9E-3
Q9BUT1	Q9UHI7	6.7E-3
Q96DG6	Q9UHI7	8.6E-3
Q9NQ30	Q9UHI7	8.5E-3
Q8WUU8	Q9UHI7	7.8E-3
O95279	Q9UHI7	7E-3
Q14541	Q9UHI7	8.8E-3
Q8TCU3	Q9UHI7	5.3E-3
Q96D59	Q9UHI7	7.2E-3
P57739	Q9UHI7	4.5E-3
Q7RTY1	Q9UHI7	6.9E-3
Q9Y2S2	Q9UHI7	5.5E-3
Q4KMG9	Q9UHI7	4.1E-3
Q96BW5	Q9UHI7	4.6E-3
Q9BXJ7	Q9UHI7	7.6E-3
Q3MJ13	Q9UHI7	8E-3
Q13277	Q9UHI7	8.7E-3
Q96CM8	Q9UHI7	5.1E-3
Q9BQB4	Q9UHI7	6E-3
Q9NSA0	Q9UHI7	4E-3
O15374	Q9UHI7	4.2E-3
Q86TG1	Q9UHI7	5.9E-3
Q9UKX3	Q7RTS7	8.5E-3
Q16661	Q7RTS7	2.1E-2
Q9H161	Q7RTS7	7.2E-3
P12872	Q7RTS7	4.9E-3
Q9Y6U7	Q7RTS7	2.4E-2
P26998	Q7RTS7	4.3E-3
Q7Z6Z6	Q7RTS7	6.6E-3
