Gene_A	Gene_B	Weight
P57740	Q8N697	5.1E-3
P25205	Q8N697	9.9E-3
Q96B26	Q8N697	5E-3
A2VDJ0	Q8N697	1E-2
P48960	Q8N697	1.3E-2
P50552	Q8N697	1.7E-2
O15143	Q8N697	7.2E-3
O75821	Q8N697	1.1E-2
Q8IYM9	Q8N697	8.2E-3
Q9BRD0	Q8N697	1.1E-2
P49961	Q8N697	2.1E-2
Q8NHV4	Q8N697	2.1E-2
Q8IZE3	Q13569	7.8E-3
P46063	Q13569	7.2E-3
O43670	Q13569	7.5E-3
Q9H6R6	Q13569	3.6E-3
Q9BS26	Q13569	5E-3
Q8IWV8	Q13569	7.4E-3
Q6NZY4	Q13569	5.7E-3
Q92636	Q13569	7.2E-3
Q08J23	Q13569	5.4E-3
Q9H3H1	Q13569	2.5E-3
P30876	Q13569	7.4E-3
Q32MH5	Q13569	5.9E-3
Q9Y2X3	Q13569	3E-3
Q8IX12	Q13569	4.4E-3
Q15544	Q13569	7E-3
Q9UNX4	Q13569	5.1E-3
Q16513	Q13569	7.3E-3
Q7Z478	Q13569	5.4E-3
Q92521	Q13569	5.2E-3
O43639	Q13569	5.9E-3
Q16342	Q13569	5.5E-3
Q9UHB7	Q13569	4.7E-3
P29375	Q13569	6.7E-3
O75530	Q13569	1.9E-3
P27448	Q13569	7.3E-3
Q9Y580	Q13569	7.6E-3
P24394	Q13569	3.7E-3
Q86UW6	Q13569	6.9E-3
Q13362	Q13569	5.8E-3
P13010	Q13569	7.9E-3
Q5VYS8	Q13569	6.8E-3
Q9Y6R4	Q13569	4.4E-3
O75131	Q13569	5E-3
Q6FIF0	Q13569	5.2E-3
P78316	Q13569	4.3E-3
Q9Y672	Q13569	3.7E-3
O95455	Q13569	5.8E-3
Q9H6P5	Q13569	6.2E-3
Q92616	Q13569	5.3E-3
P51003	Q13569	7.6E-3
Q7L5Y9	Q13569	3.6E-3
Q9UBS4	Q13569	4.8E-3
Q96PZ0	Q13569	4.7E-3
Q9NX76	Q13569	6.8E-3
Q8WVM8	Q13569	6.7E-3
P07910	Q13569	7.7E-3
Q13233	Q13569	7.3E-3
O14981	Q13569	1.7E-3
P62318	Q13569	3E-3
O15371	Q13569	1.5E-3
Q09472	Q13569	2.3E-3
Q7RTV0	Q13569	5.8E-3
O15037	Q13569	4.4E-3
Q9H867	Q13569	6.5E-3
P25788	Q13569	6.5E-3
Q16665	Q13569	7.2E-3
Q92537	Q13569	4.6E-3
Q13243	Q13569	6.3E-3
Q6IN85	Q13569	6.6E-3
Q9UKV3	Q13569	2.4E-3
Q9H307	Q13569	7E-3
Q9BTC0	Q13569	7.5E-3
Q9UJG1	Q13569	7.6E-3
Q9BVG4	Q13569	5.1E-3
P49711	Q13569	3.2E-3
P33527	Q13569	4.9E-3
P15170	Q13569	5.9E-3
Q15650	Q13569	2.7E-3
Q8IV48	Q13569	7.6E-3
O43823	Q13569	7.2E-3
Q7Z2W4	Q13569	5.9E-3
Q04837	Q13569	7.4E-3
Q9NWW6	Q13569	6.7E-3
Q5T5M9	Q13569	5.6E-3
Q9BQ39	Q13569	5.9E-3
Q9Y6Y8	Q13569	6.8E-3
P23443	Q13569	6.4E-3
P61077	Q13569	6.5E-3
Q9NY12	Q13569	5.8E-3
Q8N3X1	Q13569	7.3E-3
Q5H9R7	Q13569	8.1E-3
O15145	Q13569	3.5E-3
Q8NHQ9	Q13569	5.6E-3
P57740	Q13569	1.5E-3
P25205	Q13569	2.8E-3
Q8N3C0	Q13569	6.8E-3
Q13523	Q13569	6.8E-3
P49590	Q13569	3.2E-3
Q5XG87	Q13569	3.2E-3
O95486	Q13569	6.1E-3
Q8IZH2	Q13569	7.9E-3
P41221	Q13569	4.6E-3
Q15057	Q13569	6.8E-3
Q92734	Q13569	6.3E-3
Q9H8S9	Q13569	5.2E-3
P61158	Q13569	6.2E-3
O94806	Q13569	7.2E-3
Q08170	Q13569	7.5E-3
Q13547	Q13569	1.8E-3
Q9UM63	Q13569	4.8E-3
Q9Y5Q9	Q13569	7.4E-3
Q9H583	Q13569	6.9E-3
Q9UKT8	Q13569	4.6E-3
O75940	Q13569	1.5E-3
Q96GX5	Q13569	5E-3
Q86XN7	Q13569	6.4E-3
P32519	Q13569	2.3E-3
Q96B26	Q13569	1.5E-3
Q13185	Q13569	6E-3
Q9H0P0	Q13569	6.4E-3
O95905	Q13569	4.1E-3
O75436	Q13569	6.5E-3
Q13287	Q13569	2.3E-3
P49790	Q13569	8.3E-3
P35659	Q13569	1.9E-3
Q32MZ4	Q13569	7E-3
Q9BW27	Q13569	3E-3
Q8NI27	Q13569	3.4E-3
Q15648	Q13569	5.7E-3
P14678	Q13569	2E-3
Q9BQP7	Q13569	4.6E-3
Q99996	Q13569	6E-3
Q9ULG1	Q13569	7.5E-3
P33316	Q13569	7.3E-3
P53618	Q13569	6.5E-3
Q12906	Q13569	7.9E-3
Q9UK45	Q13569	4.6E-3
Q9H8H0	Q13569	1.4E-3
Q14498	Q13569	4.6E-3
Q8IWZ3	Q13569	2.2E-3
P09661	Q13569	6.9E-3
P04049	Q13569	5.1E-3
Q9BX69	Q13569	4.2E-3
Q9NQZ2	Q13569	3.5E-3
Q9Y221	Q13569	5.7E-3
Q7Z7F0	Q13569	3.3E-3
O75586	Q13569	6.3E-3
Q92611	Q13569	4.6E-3
Q7L8W6	Q13569	6.9E-3
Q13823	Q13569	4.3E-3
Q8NI36	Q13569	7.6E-3
Q9BU79	Q13569	3.2E-3
Q6NUQ1	Q13569	3.8E-3
O60506	Q13569	7.2E-3
Q9H0A0	Q13569	4.7E-3
P09651	Q13569	2.8E-3
Q96GA3	Q13569	7.4E-3
Q5TC82	Q13569	6E-3
Q96JB2	Q13569	5.4E-3
O15504	Q13569	5.5E-3
O60921	Q13569	5.7E-3
P48200	Q13569	6.9E-3
P62995	Q13569	8E-3
Q9H992	Q13569	7.7E-3
Q9BUN8	Q13569	7.4E-3
Q5VZ89	Q13569	7.5E-3
Q96RS0	Q13569	7.1E-3
Q9NWH9	Q13569	2.1E-3
Q6YP21	Q13569	6.5E-3
Q00403	Q13569	2.6E-3
Q9BTF0	Q13569	4.1E-3
P62847	Q13569	7E-3
Q14061	Q13569	5.6E-3
Q96LI5	Q13569	5.7E-3
P55212	Q13569	5.5E-3
Q9Y2Z4	Q13569	4.3E-3
Q9NP50	Q13569	3.7E-3
Q99590	Q13569	7.2E-3
P62306	Q13569	2.2E-3
Q9Y2S7	Q96K30	1.1E-2
Q8N594	Q96K30	2.3E-2
P31930	Q96K30	7.4E-3
Q9NQT4	Q96K30	1.7E-2
P30049	Q96K30	1.1E-2
O75600	Q96K30	2.6E-2
Q8IVS2	Q96K30	1.3E-2
Q8TEB1	Q96K30	2E-2
Q9Y3B6	Q96K30	1.6E-2
Q05639	Q96K30	1E-2
Q9UNE7	Q96K30	1.3E-2
P06744	Q96K30	1.2E-2
Q9BYD3	Q96K30	2.2E-2
Q02978	Q96K30	8.1E-3
O00562	Q96K30	1.3E-2
P06576	Q96K30	9.9E-3
P60174	Q96K30	2.2E-2
P23942	Q96K30	1.9E-2
Q5T653	Q96K30	2.2E-2
O75896	Q96K30	2.5E-2
Q9BV79	Q96K30	1.7E-2
Q15257	Q96K30	1E-2
Q9BYN8	Q96K30	2E-2
Q96P71	Q96K30	2.2E-2
P30044	Q96K30	1.9E-2
Q8N490	Q96K30	2.1E-2
Q8WUY1	Q96K30	2.2E-2
Q9NZJ6	Q96K30	1.4E-2
O75616	Q96K30	2.1E-2
Q9BSG0	Q96K30	8E-3
Q96G21	Q96K30	1.9E-2
P09110	Q96GA7	9.9E-3
Q96AB3	Q96GA7	1.5E-2
Q9BPX1	Q96GA7	2.3E-2
Q16822	Q96GA7	8.4E-3
Q9Y619	Q96GA7	1.7E-2
Q15274	Q96GA7	1.3E-2
Q6UW68	Q96GA7	1.6E-2
P05981	Q96GA7	8.3E-3
O43257	Q96GA7	1.8E-2
Q9NVS9	Q96GA7	2E-2
Q08426	Q96GA7	7.8E-3
Q93099	Q96GA7	1.5E-2
P05166	Q96GA7	2E-2
P35914	Q96GA7	7.8E-3
Q9NR34	Q96GA7	1.8E-2
Q9H2A2	Q96GA7	8.3E-3
Q9H7X0	Q96GA7	1.7E-2
P02795	Q96GA7	1.8E-2
P04424	Q96GA7	9.8E-3
P30084	Q96GA7	8.3E-3
Q16762	Q96GA7	9.9E-3
P26440	Q96GA7	2.5E-2
P02649	Q96GA7	2E-2
P00966	Q96GA7	1E-2
P35575	Q96GA7	1.6E-2
Q9UI17	Q96GA7	1.2E-2
Q9H2M3	Q96GA7	9.1E-3
Q9UBQ7	Q96GA7	1.2E-2
Q9BX68	Q96GA7	1.1E-2
Q86WA6	Q96GA7	9.1E-3
P50053	Q96GA7	1E-2
Q9NP71	Q96EY8	1.3E-2
Q92887	Q96EY8	1.1E-2
Q15800	Q96EY8	2.2E-2
P98173	Q96EY8	1.5E-2
P36956	Q96EY8	3E-2
Q14397	Q96EY8	7.7E-3
O75600	Q96EY8	2.9E-2
Q9NST1	Q96EY8	1.7E-2
Q06520	Q96EY8	1.6E-2
Q6UW68	Q96EY8	1.6E-2
P22760	Q96EY8	1.6E-2
P04070	Q96EY8	7.2E-3
Q15392	Q96EY8	1.9E-2
P35914	Q96EY8	7.6E-3
O00519	Q96EY8	1.7E-2
Q9H2A2	Q96EY8	8E-3
Q14749	Q96EY8	1.9E-2
P02654	Q96EY8	1.3E-2
Q15493	Q96EY8	1.7E-2
Q92496	Q96EY8	1.1E-2
Q02318	Q96EY8	1.7E-2
Q9UBQ7	Q96EY8	1.2E-2
P49638	Q96EY8	1.4E-2
Q96NU7	Q96EY8	1.4E-2
Q96GA7	Q96EY8	2.1E-2
P52848	Q9NZD2	1.3E-2
Q13393	Q9NZD2	1.8E-2
P61026	Q9NZD2	1.1E-2
O00625	Q9NZD2	1.4E-2
Q9BZ29	Q9NZD2	1.5E-2
Q8WWA1	Q9NZD2	5.3E-3
P23219	Q9NZD2	1.6E-2
Q9BYX2	Q9NZD2	1.6E-2
P15924	Q9NZD2	5E-3
Q7Z2K6	Q9NZD2	1.5E-2
Q9NZ01	Q9NZD2	1.6E-2
Q8N3F8	Q9NZD2	1.5E-2
O15270	Q9NZD2	1.8E-2
Q13882	Q9NZD2	4.7E-3
Q01650	Q9NZD2	1.4E-2
Q9UHF7	Q9NZD2	1.2E-2
Q9H6B9	Q9NZD2	5.6E-3
O60664	Q9NZD2	1.4E-2
Q9BYD5	Q9NZD2	4.7E-3
P30405	Q9NZD2	1.6E-2
P48645	Q9NZD2	5.2E-3
Q06830	Q9NZD2	1.3E-2
P28288	Q9NZD2	1.2E-2
O60437	Q9NZD2	3.7E-3
O75351	Q9NZD2	8.1E-3
P01040	Q9NZD2	5.2E-3
O14908	Q9NZD2	1.2E-2
Q9H825	Q9NZD2	1.6E-2
O95274	Q9NZD2	4.5E-3
P55000	Q9NZD2	5.5E-3
Q9H1P3	Q9NZD2	1.5E-2
P57735	Q9NZD2	3.2E-3
Q9H079	Q9NZD2	1.4E-2
Q9NZI5	Q9NZD2	7.1E-3
P32926	Q9NZD2	5E-3
Q14574	Q9NZD2	6.3E-3
O14545	Q9NZD2	1.2E-2
O43752	Q9NZD2	1.2E-2
P63000	Q9NZD2	1.5E-2
Q9BTT6	Q9NZD2	1.6E-2
Q9UQC9	Q9NZD2	7.6E-3
Q9BY21	Q9NZD2	5.6E-3
Q96HH6	Q9NZD2	1.3E-2
Q9UBU7	Q14161	6.2E-3
P98182	Q14161	1.4E-2
Q9Y6A5	Q14161	8.4E-3
Q7L1T6	Q14161	3.2E-2
O94804	Q14161	1.6E-2
Q9BVW5	Q14161	1.4E-2
Q96RL1	Q14161	6E-3
Q9Y5N6	Q14161	1.5E-2
O00311	Q14161	2E-2
Q99986	Q14161	1.7E-2
Q9H714	Q14161	1.5E-2
P48736	Q14161	1.6E-2
Q96BU1	Q14161	1.8E-2
Q7Z7A1	Q14161	1.5E-2
Q8N0S6	Q14161	2E-2
Q5T3J3	Q14161	1.3E-2
Q96D96	Q14161	1.4E-2
Q9BRR9	Q14161	7.7E-3
Q06265	Q14161	1E-2
Q14330	Q14161	1.3E-2
P26358	Q14161	1.2E-2
Q13393	Q9BT92	2.5E-2
Q8NHM5	Q9BT92	2E-2
Q9BYX2	Q9BT92	2.3E-2
Q8N3F8	Q9BT92	1.9E-2
O43281	Q9BT92	1.2E-2
O60664	Q9BT92	1.9E-2
Q8IZJ1	Q9BT92	2.1E-2
O94823	Q9BT92	1.8E-2
O95452	Q9BT92	1.5E-2
P81274	Q9BT92	2.3E-2
O14908	Q9BT92	1.8E-2
P19957	Q9BT92	1.6E-2
O95274	Q9BT92	5E-3
O14939	Q9BT92	1.9E-2
O14526	Q9BT92	1.1E-2
O00750	Q9BT92	2E-2
Q9BY21	Q9BT92	6.3E-3
Q9NZD2	Q9BT92	1.7E-2
Q6P499	Q5U5X8	1.1E-2
P57073	Q5U5X8	2.1E-3
Q9Y6N9	Q5U5X8	8.4E-3
Q9UNK9	Q5U5X8	8.9E-3
Q9NRZ5	Q5U5X8	2.8E-3
Q7Z3T8	Q5U5X8	1.1E-2
Q14055	Q5U5X8	9.2E-3
Q9ULM0	Q5U5X8	2.5E-3
Q9H813	Q5U5X8	1E-2
Q9GZN7	Q5U5X8	3.2E-3
Q9P2H3	Q5U5X8	1E-2
Q8IXJ6	Q5U5X8	9.1E-3
Q8IXH6	Q5U5X8	3.3E-3
O60729	Q5U5X8	1E-2
O60346	Q5U5X8	9.6E-3
Q8IYT8	Q5U5X8	1E-2
P57723	Q5U5X8	5E-3
Q9H2E6	Q5U5X8	1.1E-2
Q9P202	Q5U5X8	5.9E-3
Q9NRG1	Q5U5X8	3.5E-3
Q6NUI6	Q5U5X8	3E-3
Q9UL49	Q5U5X8	8.6E-3
P50749	Q5U5X8	2.3E-3
Q9C0H6	Q5U5X8	8.1E-3
Q9Y342	Q5U5X8	3.5E-3
Q9NRP2	Q5U5X8	5.5E-3
O43304	Q5U5X8	3E-3
Q7Z3J2	Q5U5X8	8.6E-3
Q1ED39	Q5U5X8	8.6E-3
Q9Y3T6	Q5U5X8	5.5E-3
P36954	Q5U5X8	5.7E-3
P51693	Q5U5X8	2.4E-3
Q9UP65	Q5U5X8	8.3E-3
Q8NFZ8	Q5U5X8	8.3E-3
Q5VST6	Q5U5X8	1.1E-2
Q8IZJ1	Q5U5X8	8.7E-3
Q9BRK4	Q5U5X8	8.2E-3
Q5T8D3	Q5U5X8	8.5E-3
Q8NEP4	Q5U5X8	5.7E-3
Q86X02	Q5U5X8	9E-3
Q86XS8	Q5U5X8	1.1E-2
P51788	Q5U5X8	8.7E-3
Q3V6T2	Q5U5X8	1.1E-2
Q9BUP0	Q5U5X8	3.4E-3
Q9BVG3	Q5U5X8	9.2E-3
Q07002	Q5U5X8	3.1E-3
O94829	Q5U5X8	3.2E-3
Q9ULX7	Q5U5X8	3E-3
Q8IX21	Q5U5X8	1E-2
Q86TA1	Q5U5X8	1E-2
Q9H116	Q5U5X8	7E-3
O95096	Q5U5X8	2.6E-3
P54652	Q5U5X8	2.7E-3
P22794	Q5U5X8	2.2E-3
Q5RL73	Q5U5X8	8.8E-3
Q99999	Q5U5X8	4.8E-3
Q00587	Q5U5X8	6.6E-3
Q9NRJ4	Q5U5X8	9.6E-3
O14526	Q5U5X8	5E-3
O75146	Q5U5X8	6.4E-3
P48029	Q5U5X8	9.2E-3
Q9GZV7	Q5U5X8	4E-3
Q70CQ3	Q5U5X8	8.3E-3
Q14244	Q5U5X8	4.1E-3
Q14679	Q5U5X8	8.3E-3
P25686	Q5U5X8	4.1E-3
O15069	Q5U5X8	4.3E-3
Q8TAM6	Q5U5X8	2E-3
O75820	Q5U5X8	5.4E-3
Q13822	Q5U5X8	2.3E-3
Q5JTD0	Q5U5X8	3.6E-3
Q16653	Q5U5X8	2.5E-3
Q6ZT98	Q5U5X8	8E-3
Q8TBF4	Q5U5X8	5.9E-3
Q86UU1	Q96NZ1	2.3E-3
Q9H161	Q96NZ1	4.4E-3
Q9P243	Q96NZ1	1.2E-2
Q10570	Q96NZ1	3E-3
Q96T55	Q96NZ1	6.1E-3
P12872	Q96NZ1	3.1E-3
Q9H4Z3	Q96NZ1	1.7E-2
Q9H3Y0	Q96NZ1	3.3E-3
Q9Y264	Q96NZ1	3.1E-3
Q8NFJ6	Q96NZ1	4.4E-3
P33897	Q96NZ1	6E-3
Q9C0B7	Q96NZ1	9.5E-3
Q9P2T0	Q96NZ1	5.4E-3
Q92911	Q96NZ1	3.4E-3
Q309B1	Q96NZ1	2.5E-3
Q9NZD1	Q96NZ1	2.8E-3
Q5T2D2	Q96NZ1	8.3E-3
Q9Y575	Q96NZ1	8.1E-3
O60391	Q96NZ1	3.4E-3
Q12836	Q96NZ1	2.8E-3
Q9H568	Q96NZ1	1.9E-3
Q9Y6C5	Q96NZ1	1.4E-2
Q8WXX0	Q96NZ1	1.5E-2
Q9UNG2	Q96NZ1	3.4E-3
Q969G2	Q96NZ1	1.9E-2
Q9NY56	Q96NZ1	9.5E-3
P41968	Q96NZ1	5.6E-3
O95396	Q96NZ1	1.2E-2
O43555	Q96NZ1	2.3E-3
O60755	Q96NZ1	4.3E-3
Q8NI99	Q96NZ1	1.1E-2
P56915	Q96NZ1	3.3E-3
P49286	Q96NZ1	2.9E-3
Q86UP6	Q96NZ1	1.1E-2
Q8ND82	Q9BVL2	1.2E-2
Q8WXW3	Q9BVL2	7.9E-3
Q96RL1	Q9BVL2	7.9E-3
Q96IK5	Q9BVL2	2.1E-2
Q9UJA5	Q9BVL2	3E-2
Q9UBS9	Q9BVL2	2.1E-2
Q09472	Q9BVL2	8.4E-3
O95696	Q9BVL2	9.7E-3
Q6IQ32	Q9BVL2	2.6E-2
Q9UQ13	Q9BVL2	1.5E-2
Q13490	Q9BVL2	9.4E-3
P15927	Q9BVL2	1.6E-2
O75940	Q9BVL2	5.4E-3
Q96B26	Q9BVL2	5.7E-3
Q5T3J3	Q9BVL2	1.9E-2
Q9BRS2	Q9BVL2	1.5E-2
P78312	Q9BVL2	9.6E-3
Q5JVF3	Q9BVL2	7.3E-3
O95619	Q9BVL2	1.3E-2
Q9P031	Q9BVL2	1.2E-2
Q8WVD3	Q9BVL2	1.5E-2
O96019	Q9BVL2	6.6E-3
Q8N1G2	Q9BVL2	1.4E-2
P40818	Q9BVL2	1.8E-2
Q9UBS8	Q9Y217	2.8E-2
Q9NYF5	Q9Y217	1.3E-2
P04181	Q9Y217	1.5E-2
Q9H902	Q9Y217	1.2E-2
Q8IVP5	Q9Y217	1.5E-2
Q92845	Q9Y217	7E-3
Q92499	Q9Y217	1E-2
Q8IYU2	Q9Y217	7.4E-3
O94967	Q9Y217	4.9E-3
O94830	Q9Y217	7.9E-3
P42566	Q9Y217	1.1E-2
Q9Y6G1	Q9Y217	8.3E-3
Q9UH62	Q9Y217	1.7E-2
Q93045	Q9Y217	1E-2
Q96SW2	Q9Y217	1.5E-2
P22061	Q9Y217	1.3E-2
P16519	Q9Y217	1.3E-2
Q00765	Q9Y217	3.1E-2
Q9Y496	Q9Y217	6.1E-3
Q9NZ32	Q9Y217	9.7E-3
Q9UBD5	Q9Y217	2E-2
Q96S38	Q9Y217	1.3E-2
O60518	Q9Y217	1.1E-2
O00442	Q9Y217	2.8E-2
Q8IWZ6	Q9Y217	1.6E-2
P31513	Q7Z3Q1	8.2E-3
P31327	Q7Z3Q1	1.2E-2
P13671	Q7Z3Q1	1.6E-2
P19827	Q7Z3Q1	7.4E-3
P43652	Q7Z3Q1	9.9E-3
P36980	Q7Z3Q1	9.9E-3
Q9GZU1	Q7Z3Q1	2.3E-2
Q9UJM8	Q7Z3Q1	7.4E-3
P00740	Q7Z3Q1	9.7E-3
P01031	Q7Z3Q1	9.2E-3
P02790	Q7Z3Q1	1E-2
O00624	Q7Z3Q1	1.1E-2
P02748	Q7Z3Q1	9E-3
P04217	Q7Z3Q1	8.8E-3
P05543	Q7Z3Q1	1.4E-2
P04003	Q7Z3Q1	9.6E-3
P02654	Q7Z3Q1	1.7E-2
P56937	Q7Z3Q1	1.9E-2
P02743	Q7Z3Q1	1.4E-2
Q9UBM1	Q7Z3Q1	2.6E-2
Q9Y6L6	Q7Z3Q1	1E-2
Q9UHD4	Q7Z3Q1	1.1E-2
Q9H222	Q7Z3Q1	9.1E-3
P55157	Q7Z3Q1	7.1E-3
Q969I6	Q7Z3Q1	1E-2
P35030	P30825	1.5E-2
Q8WYA1	P30825	1.5E-2
O15079	P30825	5.3E-3
A0PJX2	P30825	1.5E-2
Q01650	P30825	2.9E-2
Q9UHV5	P30825	1E-2
O00487	P30825	8.8E-3
Q5TGP6	P30825	1.8E-2
P81274	P30825	1.9E-2
O14908	P30825	1.6E-2
Q08188	P30825	7.7E-3
Q12870	P30825	5.8E-3
O60248	P30825	3.1E-2
Q99742	P30825	1.3E-2
Q9H7M6	P30825	9.8E-3
Q9H8Y1	P30825	6.7E-3
Q9UHA7	P30825	1.5E-2
Q5T3F8	P30825	2.1E-2
Q13214	P52945	9.2E-3
Q9Y6I3	P52945	8.2E-3
Q9H2C1	P52945	9.6E-3
Q9BZJ3	P52945	6.5E-3
P26998	P52945	5E-3
Q96DF8	P52945	1.3E-2
Q9Y3L3	P52945	6.7E-3
O75364	P52945	6.4E-3
P06727	P52945	1.1E-2
O00294	P52945	8.3E-3
Q8N3J3	P52945	7.2E-3
O60542	P52945	1E-2
Q12870	P52945	9.4E-3
Q8N6Y0	P52945	9.7E-3
Q8NC74	P52945	1.1E-2
Q99742	P52945	1.9E-2
Q9H8Y1	P52945	1.1E-2
O15522	P52945	2.3E-2
Q9UKP4	P52945	2.9E-2
O60762	Q8N448	4.9E-3
Q9BS26	Q8N448	1.6E-2
Q15012	Q8N448	4.9E-3
Q99735	Q8N448	8.1E-3
O95696	Q8N448	7.4E-3
Q99708	Q8N448	1.8E-2
P00390	Q8N448	1.9E-2
Q86X29	Q8N448	1E-2
O00151	Q8N448	7.5E-3
Q68DV7	Q8N448	1.4E-2
Q9P270	Q8N448	2.2E-2
P54136	Q8N448	8.7E-3
Q16222	Q8N448	1.7E-2
Q9BV40	Q8N448	9E-3
O14950	Q8N448	7.4E-3
Q8NHH9	Q8N448	2.3E-2
O75608	Q8N448	1E-2
Q9BY08	Q8N448	9.5E-3
Q96PE7	Q8N448	9.2E-3
Q99805	Q8N448	7.7E-3
Q5JVF3	Q8N448	6E-3
Q99996	Q8N448	2E-2
Q14687	Q8N448	1.9E-2
O15055	Q8N448	1.6E-2
Q8NI35	Q8N448	1.6E-2
Q9Y5U9	Q8N448	2E-2
Q8NBM4	Q8N448	7.2E-3
P33947	Q8N448	1.2E-2
O14657	Q8N448	2E-2
Q9Y6N5	Q8N448	6.2E-3
P09110	P51687	1.2E-2
Q16822	P51687	1E-2
P23526	P51687	1.7E-2
Q15274	P51687	1.5E-2
P05981	P51687	9.5E-3
O14832	P51687	1.3E-2
P30039	P51687	1.3E-2
Q08426	P51687	9E-3
Q9NQR4	P51687	1.4E-2
Q08257	P51687	1E-2
Q9NYQ3	P51687	1.3E-2
P11310	P51687	1.4E-2
P35914	P51687	1.1E-2
Q969Z3	P51687	1.2E-2
P34913	P51687	1.2E-2
P35558	P51687	1.3E-2
P12955	P51687	1.1E-2
P30084	P51687	1.2E-2
Q16762	P51687	1.2E-2
Q8WUY1	P51687	2.8E-2
P00966	P51687	1.3E-2
Q9H2M3	P51687	1.2E-2
Q96DC8	P51687	1.2E-2
Q9UBQ7	P51687	1.5E-2
Q9BX68	P51687	1.5E-2
Q86WA6	P51687	1.2E-2
O43826	P51687	2E-2
P50053	P51687	1.2E-2
Q8TC99	Q8IXS2	9E-3
Q96KN7	Q8IXS2	1.2E-2
Q6PEW0	Q8IXS2	8.4E-3
Q9UQB9	Q8IXS2	1.2E-2
Q8WWF5	Q8IXS2	6.9E-3
Q5TFG8	Q8IXS2	1.5E-2
Q6NSX1	Q8IXS2	1.3E-2
Q9H4K1	Q8IXS2	1.6E-2
Q9BQP9	Q8IXS2	9.3E-3
Q8IYM0	Q8IXS2	9.7E-3
Q96HP8	Q6ZMH5	1E-2
Q53FZ2	Q6ZMH5	1.2E-2
Q8NE62	Q6ZMH5	1.4E-2
P09110	Q6ZMH5	7.1E-3
Q96AB3	Q6ZMH5	9.7E-3
Q68CK6	Q6ZMH5	8E-3
Q9BYE9	Q6ZMH5	1.2E-2
Q5R3I4	Q6ZMH5	1.3E-2
P31512	Q6ZMH5	1.1E-2
P43652	Q6ZMH5	5E-3
Q9BPX1	Q6ZMH5	9.5E-3
Q9HBB8	Q6ZMH5	8.6E-3
Q16822	Q6ZMH5	6.9E-3
Q9HBY8	Q6ZMH5	1.1E-2
P41235	Q6ZMH5	1.3E-2
Q15274	Q6ZMH5	8.8E-3
P27216	Q6ZMH5	1.1E-2
P05981	Q6ZMH5	6.2E-3
P30039	Q6ZMH5	7.8E-3
Q9NVS9	Q6ZMH5	1.2E-2
Q9NRM0	Q6ZMH5	1.2E-2
Q96BI1	Q6ZMH5	8.5E-3
Q08426	Q6ZMH5	6E-3
Q9NYQ3	Q6ZMH5	8.2E-3
P14550	Q6ZMH5	1.3E-2
Q2M3M2	Q6ZMH5	1.1E-2
Q9H2A2	Q6ZMH5	6.2E-3
P34913	Q6ZMH5	6.2E-3
P35558	Q6ZMH5	7.5E-3
P13640	Q6ZMH5	1.2E-2
Q8N0X4	Q6ZMH5	1.3E-2
Q9NR83	Q6ZMH5	1.3E-2
P30084	Q6ZMH5	6.1E-3
Q96GE6	Q6ZMH5	1E-2
Q9NXJ5	Q6ZMH5	1.3E-2
P00966	Q6ZMH5	7.3E-3
Q9UI17	Q6ZMH5	8.4E-3
Q9H2M3	Q6ZMH5	6.6E-3
P20823	Q6ZMH5	1.1E-2
Q9BY64	Q6ZMH5	6.7E-3
P05062	Q6ZMH5	1.5E-2
Q9NSK0	Q6ZMH5	1.1E-2
Q9Y694	Q6ZMH5	8.9E-3
Q86WA6	Q6ZMH5	6.8E-3
Q92820	Q6ZMH5	1.1E-2
O43826	Q6ZMH5	1.1E-2
P30047	Q6ZMH5	1.2E-2
P50053	Q6ZMH5	8.1E-3
Q8IXQ9	Q6ZMH5	1E-2
P51687	Q6ZMH5	1.3E-2
Q6P2E9	Q15633	8.1E-3
Q9NX61	Q15633	1.2E-2
Q9BV38	Q15633	1.1E-2
Q9BVL4	Q15633	2.2E-2
Q9HCS7	Q15633	9.7E-3
Q9NWS9	Q15633	1.1E-2
Q9Y6J0	Q15633	1.5E-2
Q9Y4R8	Q15633	1.3E-2
Q9H9E3	Q15633	1.1E-2
Q9H6Q4	Q15633	1.3E-2
Q5XUX0	Q15633	2.5E-2
Q9BQ67	Q15633	8.8E-3
Q8IWZ8	Q15633	1.6E-2
Q9UIW0	Q15633	2.1E-2
Q14833	Q15633	1.3E-2
Q5XUX1	Q15633	1.2E-2
Q7M4L6	Q15633	1.1E-2
Q96HP8	O75452	8.1E-3
P27169	O75452	5.5E-3
P21439	O75452	1E-2
P31513	O75452	4.1E-3
Q9NP71	O75452	7.1E-3
Q96RI1	O75452	1.1E-2
P31327	O75452	5.9E-3
O14756	O75452	9.7E-3
P00480	O75452	5E-3
P13671	O75452	7.6E-3
P00450	O75452	1.3E-2
Q14624	O75452	1.2E-2
P19827	O75452	3.7E-3
Q8TAX9	O75452	9.2E-3
Q96EN8	O75452	9E-3
P43652	O75452	4.8E-3
P36980	O75452	4.9E-3
P19875	O75452	7.6E-3
Q9Y2P5	O75452	1.1E-2
P42357	O75452	1.2E-2
P04114	O75452	1.1E-2
P02749	O75452	6.9E-3
P35858	O75452	6E-3
Q9NST1	O75452	9.6E-3
