Gene_A	Gene_B	Weight
O60687	P35555	1.4E-2
Q9HC57	P35555	1.3E-2
P12980	P35555	9.8E-3
P48307	P35555	1.3E-2
Q03135	P35555	1.5E-2
Q9BWM7	P35555	9.5E-3
Q08380	P35555	1E-2
P04150	P35555	1.7E-2
P47712	P35555	5E-3
Q5T686	P35555	8.2E-3
Q13207	P35555	1.1E-2
O95302	P35555	8.4E-3
P42773	P35555	8.1E-3
P09131	P35555	8.1E-3
O14503	P35555	8.5E-3
O75116	P35555	1.6E-2
Q86UB2	P35555	6.8E-3
Q9P1T7	P35555	1.4E-2
P04921	P35555	1.1E-2
Q9HCH5	P35555	7E-3
Q9UKX5	P35555	1.5E-2
Q8TCB0	P35555	6.8E-3
O60266	P35555	1.2E-2
Q9H0C3	P35555	1.6E-2
Q9Y600	P35555	1E-2
P43657	P35555	1.4E-2
O60936	P35555	5E-3
P54852	P35555	6.1E-3
P00533	P35555	1.2E-2
Q8TDX6	P35555	1.4E-2
P22557	P35555	1.5E-2
P02545	P35555	6.1E-3
P58335	P35555	1.4E-2
Q16666	P35555	1E-2
P25815	P35555	1.3E-2
P07358	P37288	1.2E-2
P08709	P37288	2.1E-2
P42357	P37288	1.6E-2
Q14397	P37288	1.2E-2
Q9UBR1	P37288	1.4E-2
Q15043	P37288	2.2E-2
P05981	P37288	1.5E-2
P01031	P37288	1.1E-2
P02790	P37288	1.2E-2
P05091	P37288	2.1E-2
P10912	P37288	2E-2
Q93099	P37288	1.1E-2
Q9H6D8	P37288	2.1E-2
P48357	P37288	2.2E-2
P01008	P37288	1.3E-2
P05089	P37288	1.5E-2
P15169	P37288	1E-2
P00742	P37288	2E-2
P22891	P37288	1.6E-2
P01019	P37288	1.3E-2
P02753	P37288	1.3E-2
Q8WWZ8	P37288	2.3E-2
Q96NU7	P37288	1.4E-2
Q86YT5	P37288	1.7E-2
Q14994	P37288	1.5E-2
P30556	P37288	2.1E-2
P24387	P37288	2.3E-2
Q14520	P37288	1.6E-2
Q00266	P37288	1.2E-2
P07307	P37288	1.5E-2
P46952	P37288	1.9E-2
O75800	Q8WTQ4	9.6E-3
O75602	Q8WTQ4	1.4E-2
Q9H0A6	Q8WTQ4	1.9E-2
Q5T089	Q8WTQ4	1.2E-2
Q8N7X0	Q8WTQ4	9.7E-3
Q8IUB2	Q8WTQ4	1.5E-2
Q9H1H1	Q8WTQ4	1.4E-2
Q96J94	Q8WTQ4	7.9E-3
Q96LM9	Q8WTQ4	9.5E-3
Q5FVE4	Q8WTQ4	7.4E-3
P37058	Q8WTQ4	8.4E-3
Q8NE09	Q8WTQ4	9.4E-3
Q9UJQ7	Q8WTQ4	7.7E-3
Q9H7T0	Q8WTQ4	1.5E-2
Q8TBZ2	Q8WTQ4	1E-2
Q5T4I8	Q8WTQ4	1.8E-2
Q9NY30	Q8WTQ4	1.6E-2
Q8IXS2	Q8WTQ4	1.4E-2
Q86WR6	Q8WTQ4	8.3E-3
Q9H091	Q8WTQ4	1.1E-2
Q96C74	Q8WTQ4	1.2E-2
Q8NEY3	Q8WTQ4	1E-2
Q8WWB5	Q8WTQ4	9.5E-3
Q7Z4W2	Q8WTQ4	8.1E-3
Q9H6B1	Q8WTQ4	1.6E-2
Q8NEP3	Q8WTQ4	9.5E-3
Q0VFZ6	Q8WTQ4	9.6E-3
P0C881	Q8WTQ4	9.5E-3
Q96M69	Q8WTQ4	1E-2
Q1X8D7	Q8WTQ4	1.5E-2
P55064	Q8WTQ4	1.8E-2
Q7Z5V6	Q8WTQ4	8.7E-3
Q6ZVT0	Q8WTQ4	1.8E-2
Q8IWG1	Q8WTQ4	9.3E-3
P49901	Q8WTQ4	7.2E-3
Q96PS1	Q8WTQ4	1E-2
Q8N7S2	Q8WTQ4	8.9E-3
A4D1T9	Q8WTQ4	8.3E-3
Q8WWF3	Q8WTQ4	8.4E-3
Q96MA6	Q8WTQ4	1.6E-2
Q96LQ0	Q8WTQ4	1E-2
Q96RL1	Q8N2C3	1.1E-2
Q9BVV6	Q8N2C3	1.2E-2
Q8TAP6	Q8N2C3	8.8E-3
Q96IG2	Q8N2C3	1.1E-2
Q9UHL0	Q8N2C3	1.6E-2
Q9Y5E2	Q8N2C3	1.3E-2
Q8NHQ1	Q8N2C3	2.2E-2
Q8TCU4	Q8N2C3	1.1E-2
Q5FWF4	Q8N2C3	2.1E-2
Q9Y530	Q8N2C3	8.3E-3
O94952	Q8N2C3	9.7E-3
Q9UBD5	Q8N2C3	8.5E-3
Q8TCD6	Q8N2C3	2.2E-2
Q15542	Q8N2C3	8.8E-3
O15182	Q8N2C3	1.2E-2
Q9H169	Q8N967	9.8E-3
Q9UQM7	Q8N967	9.3E-3
Q9P2U8	Q8N967	1E-2
Q15049	Q8N967	9.7E-3
P20916	Q8N967	7.6E-3
Q9UPV7	Q8N967	1.5E-2
Q9H2X9	Q8N967	8.1E-3
Q9NYX4	Q8N967	6.5E-3
P14136	Q8N967	8.1E-3
Q14003	Q8N967	7.9E-3
P60880	Q8N967	8.1E-3
Q9GZV7	Q8N967	8E-3
Q99250	Q8N967	9.3E-3
O75899	Q8N967	1.2E-2
Q16653	Q8N967	8.1E-3
Q8IUK8	Q8N967	2.6E-2
Q9UI15	Q8N967	1.3E-2
Q9BQI7	Q8N967	7.5E-3
Q9C056	Q8N967	7.2E-3
O60939	Q8N967	8.3E-3
P51674	Q8N967	9.6E-3
P47869	Q8N967	1.9E-2
Q92686	Q8N967	1.6E-2
Q9NS85	Q8N967	1.4E-2
Q9ULS6	Q8N967	4.3E-2
Q8WWX8	Q8N967	3E-2
Q5SZQ8	Q8N967	1.2E-2
Q6TCH4	Q8N967	1.6E-2
Q8TE12	Q8N967	4.2E-2
Q99574	Q8N967	3.4E-2
Q96NK8	Q8N967	1.1E-2
Q96PR1	Q8N967	8.1E-3
Q96DZ9	Q8N967	8.3E-3
Q8N4V2	Q8N967	8.5E-3
O60341	Q9NPI1	3.4E-3
P78332	Q9NPI1	2.7E-3
P49916	Q9NPI1	7.9E-3
Q6FI81	Q9NPI1	2.5E-3
O14978	Q9NPI1	3E-3
P43034	Q9NPI1	8.1E-3
Q9NQ29	Q9NPI1	3.6E-3
Q9NTW7	Q9NPI1	8E-3
Q9Y3F4	Q9NPI1	3.3E-3
P42285	Q9NPI1	1.6E-3
Q9NVC6	Q9NPI1	8.4E-3
Q06609	Q9NPI1	4E-3
Q9NYJ8	Q9NPI1	3.1E-3
Q9HBD1	Q9NPI1	8.5E-3
Q86WP2	Q9NPI1	2.7E-3
O00139	Q9NPI1	2E-3
Q9UHP7	Q9NPI1	6.9E-3
Q9BXW7	Q9NPI1	6.1E-3
Q9Y6A4	Q9NPI1	3.3E-3
P15923	Q9NPI1	4.1E-3
Q969G3	Q9NPI1	8.3E-3
P54105	Q9NPI1	4E-3
Q96R06	Q9NPI1	5.6E-3
Q02880	Q9NPI1	2E-3
Q8WW12	Q9NPI1	1.9E-3
Q9NVH0	Q9NPI1	6E-3
Q9NW82	Q9NPI1	2.2E-3
Q9NXT0	Q9NPI1	7.8E-3
O15126	Q9NPI1	8.1E-3
Q13614	Q9NPI1	5.6E-3
Q86WB0	Q9NPI1	2.1E-3
Q8WVM8	Q9NPI1	2.1E-3
Q9NRG9	Q9NPI1	3.3E-3
P45973	Q9NPI1	8.3E-3
Q9BTA9	Q9NPI1	8.1E-3
Q12824	Q9NPI1	5.9E-3
O75600	Q9NPI1	7.4E-3
Q9UGU5	Q9NPI1	1.6E-3
Q9H867	Q9NPI1	1.7E-3
Q13573	Q9NPI1	1.8E-3
Q13243	Q9NPI1	6.2E-3
Q14691	Q9NPI1	4.7E-3
Q9H2P0	Q9NPI1	8.6E-3
Q05048	Q9NPI1	2.8E-3
Q9H490	Q9NPI1	6.5E-3
O43719	Q9NPI1	4.6E-3
Q9Y6E0	Q9NPI1	5.3E-3
Q8NEM7	Q9NPI1	3.7E-3
Q9Y619	Q9NPI1	7E-3
Q96CW6	Q9NPI1	6.9E-3
P63279	Q9NPI1	7.9E-3
O14562	Q9NPI1	8.3E-3
Q9NV88	Q9NPI1	2.7E-3
Q8IV48	Q9NPI1	4.3E-3
Q96HQ0	Q9NPI1	4.2E-3
Q9Y657	Q9NPI1	7.9E-3
Q9BQ39	Q9NPI1	8E-3
P45983	Q9NPI1	7.8E-3
Q3B7T1	Q9NPI1	5.9E-3
Q9UQE7	Q9NPI1	1.7E-3
Q13867	Q9NPI1	4.3E-3
Q9NZN8	Q9NPI1	8.3E-3
P51114	Q9NPI1	8.8E-3
Q9UI10	Q9NPI1	2.9E-3
Q5H9S7	Q9NPI1	5.3E-3
P14868	Q9NPI1	4.4E-3
P31483	Q9NPI1	8.1E-3
O00186	Q9NPI1	7.3E-3
Q86YI8	Q9NPI1	3.5E-3
Q13547	Q9NPI1	4.8E-3
Q96BU1	Q9NPI1	7.4E-3
P10155	Q9NPI1	3E-3
Q05519	Q9NPI1	1.8E-3
Q9P0T7	Q9NPI1	4.2E-3
Q12972	Q9NPI1	8.2E-3
Q14696	Q9NPI1	2.7E-3
P16220	Q9NPI1	8.2E-3
Q92576	Q9NPI1	2.3E-3
P30279	Q9NPI1	7.1E-3
Q9Y5Q9	Q9NPI1	7.5E-3
P54727	Q9NPI1	8.2E-3
Q9UBT7	Q9NPI1	5.6E-3
Q9ULI0	Q9NPI1	3.7E-3
O75570	Q9NPI1	7.1E-3
Q9C073	Q9NPI1	5.3E-3
Q99496	Q9NPI1	8.8E-3
Q07666	Q9NPI1	3E-3
Q8IXW5	Q9NPI1	2.7E-3
Q3SYG4	Q9NPI1	8E-3
Q2TAY7	Q9NPI1	6.4E-3
Q8WVK2	Q9NPI1	4.4E-3
Q9Y530	Q9NPI1	2.4E-3
A5YKK6	Q9NPI1	5.5E-3
Q15648	Q9NPI1	9.2E-3
Q9UBT2	Q9NPI1	1.5E-3
Q9H4B0	Q9NPI1	7.7E-3
P56211	Q9NPI1	8.7E-3
Q12906	Q9NPI1	7.5E-3
Q9UGN5	Q9NPI1	2.8E-3
Q6NXR4	Q9NPI1	2.3E-3
O95299	Q9NPI1	8.4E-3
P27694	Q9NPI1	3.4E-3
Q9Y2F9	Q9NPI1	7.6E-3
Q92785	Q9NPI1	7.6E-3
Q9Y388	Q9NPI1	5.4E-3
Q68CL5	Q9NPI1	8E-3
Q5VZE5	Q9NPI1	2.5E-3
O94952	Q9NPI1	2.6E-3
Q9Y222	Q9NPI1	2.6E-3
Q53H80	Q9NPI1	7.7E-3
Q12800	Q9NPI1	7.8E-3
Q96D71	Q9NPI1	2.4E-3
Q8WWK9	Q9NPI1	7.7E-3
Q9NPJ6	Q9NPI1	7E-3
Q12765	Q9NPI1	8.2E-3
Q07955	Q9NPI1	7.8E-3
Q7Z2E3	Q9NPI1	3.7E-3
Q14676	Q9NPI1	2.7E-3
Q9BRD0	Q9NPI1	3E-3
Q9BVL2	Q9NPI1	7.5E-3
Q9H9L4	Q9NPI1	2.4E-3
P55081	Q9NPI1	7.7E-3
O60256	Q9NPI1	1.7E-3
Q5MNZ6	Q9NPI1	4E-3
Q7RTS9	Q9NPI1	4.3E-3
Q9P215	Q9NPI1	3.8E-3
Q9H3S5	Q9NPI1	3.6E-3
Q12905	Q9NPI1	1.7E-3
Q9NY74	Q9NPI1	2.9E-3
O75643	Q9NPI1	2.5E-3
Q8N5P1	Q9NPI1	5.8E-3
Q9H9Q2	Q9NPI1	2E-3
Q96BW9	Q9NPI1	5.1E-3
Q6UN15	Q9NPI1	5E-3
Q9HCE5	Q9NPI1	2.1E-3
O43314	Q9NPI1	6.1E-3
Q5VV42	Q9NPI1	7.7E-3
Q5VZL5	Q9NPI1	2.2E-3
Q15233	Q9NPI1	4E-3
P17097	Q9NPI1	2.4E-3
Q5JTW2	Q9NPI1	4.2E-3
O75129	Q9NPI1	6.7E-3
Q9BTV6	Q9NPI1	3.5E-3
Q9H8E8	Q9NPI1	2.6E-3
Q8IZD4	Q9NPI1	5.8E-3
Q9H9C1	Q9NPI1	1.9E-3
Q07326	Q9NPI1	5.2E-3
Q9HC77	Q9NPI1	4.4E-3
Q58A45	Q9NPI1	5E-3
O14979	Q9NPI1	8.6E-3
Q15262	Q9NPI1	7.2E-3
O95749	Q9NPI1	2.9E-3
O75943	Q9NPI1	3E-3
Q9UEE9	Q9NPI1	3.7E-3
Q96AP4	Q9NPI1	2.5E-3
Q16537	Q9NPI1	3.1E-3
Q96T76	Q9NPI1	5.2E-3
Q6PH81	Q9NPI1	3.7E-3
Q63HK3	Q9NPI1	7.9E-3
Q96Q45	Q9NPI1	7.5E-3
P68104	Q9NPI1	7.7E-3
P51157	Q9NPI1	4E-3
O95639	Q9NPI1	2.3E-3
Q9Y692	Q9NPI1	3.6E-3
O94782	Q9NPI1	2.3E-3
P40855	Q9NPI1	6.5E-3
P53582	Q9NPI1	8.4E-3
P26583	Q9NPI1	4.1E-3
Q96BQ5	Q9NPI1	4.3E-3
O60216	Q9NPI1	2.2E-3
Q86XR8	Q9NPI1	4E-3
Q96EN9	P12277	1.9E-2
Q9NZT2	P12277	9.8E-3
P51149	P12277	1.5E-2
O75175	P12277	9.4E-3
Q9H305	P12277	2E-2
P17568	P12277	2.2E-2
P19388	P12277	1.6E-2
Q9UL51	P12277	1.1E-2
Q13232	P12277	2.1E-2
Q9NWW0	P12277	2.5E-2
P35557	P12277	2.1E-2
Q9UDT6	P12277	2.1E-2
P30041	P12277	2.2E-2
Q96K62	P12277	2.3E-2
Q9BY08	P12277	2.1E-2
Q9BYN8	P12277	2E-2
Q9BSA9	P12277	8.3E-3
O60755	P12277	9.2E-3
O96013	P12277	1.3E-2
O43678	P12277	1.5E-2
Q9Y3Q4	P12277	1.1E-2
P58062	P12277	2.4E-2
Q9BW72	P12277	1.4E-2
P04216	P12277	2.2E-2
Q6NV75	P12277	1.2E-2
Q9BVN2	P12277	1.2E-2
Q7Z7F7	P12277	1.1E-2
O14813	P12277	1.3E-2
Q9UJJ7	Q96FX7	1.7E-2
Q8N6T7	Q96FX7	1.4E-2
P26640	Q96FX7	1.3E-2
O00411	Q96FX7	1.7E-2
Q9H6E4	Q96FX7	2.4E-2
Q9NPB6	Q96FX7	1.6E-2
Q9NXH9	Q96FX7	1.3E-2
Q9BW85	Q96FX7	1.7E-2
Q6PJG6	Q96FX7	1.6E-2
Q9Y5Y5	Q96FX7	1.5E-2
Q8TDD1	Q96FX7	2E-2
O95460	Q96FX7	2.7E-2
Q99640	Q96FX7	2E-2
Q9BUX1	Q96FX7	1.6E-2
Q9BU89	Q96FX7	1.7E-2
Q66K74	Q96FX7	1.6E-2
Q16186	Q96FX7	1.4E-2
Q9NQ55	Q96FX7	1.8E-2
Q9BQG0	Q96FX7	1.3E-2
P57772	Q96FX7	1.6E-2
Q9NZL4	Q96FX7	1.7E-2
Q8TDN4	Q96FX7	1.6E-2
P40313	Q96FX7	2.1E-2
Q96G46	Q96FX7	1.5E-2
Q7Z7A3	Q96FX7	1.7E-2
Q9H7Z7	Q96FX7	1.3E-2
Q9BV86	Q96FX7	1.2E-2
Q969P0	Q96FX7	1.5E-2
Q8NC24	Q96FX7	2.1E-2
Q6FI81	Q9Y297	9E-3
Q13616	Q9Y297	2E-2
Q14562	Q9Y297	9.1E-3
Q9NW75	Q9Y297	1.4E-2
Q96RV3	Q9Y297	9.9E-3
Q9H175	Q9Y297	9.4E-3
Q8TAF3	Q9Y297	1E-2
Q9UI10	Q9Y297	1E-2
Q9UHY1	Q9Y297	1.2E-2
Q9Y2G8	Q9Y297	3E-2
Q92576	Q9Y297	8.4E-3
Q8WYA6	Q9Y297	1E-2
Q5W0Q7	Q9Y297	8.2E-3
Q14679	Q9Y297	1.3E-2
Q52LR7	Q9Y297	9.8E-3
Q9NZC9	Q9Y297	6.4E-3
Q96AX1	Q9Y297	9.5E-3
Q5VSL9	Q9Y297	8E-3
Q8IVF5	Q9Y297	2.1E-2
Q9BSF8	Q9Y297	8.6E-3
Q9H9C1	Q9Y297	6.8E-3
O75943	Q9Y297	1.1E-2
Q14669	Q9Y297	1.3E-2
Q8TF05	Q9Y297	1.1E-2
P17022	Q9Y297	1.7E-2
Q8N3P4	Q9Y297	2E-2
O75618	Q9Y297	8.8E-3
Q96BH1	Q9Y297	1.2E-2
Q9Y2U9	Q9Y297	1.1E-2
Q7Z5L2	Q9Y297	1.5E-2
Q9NWT6	Q9Y297	1.2E-2
Q96L34	Q9UGP5	9.1E-3
O75508	Q9UGP5	1.2E-2
O15146	Q9UGP5	1.3E-2
P35916	Q9UGP5	1E-2
Q9NSD4	Q9UGP5	1.2E-2
Q6BDS2	Q9UGP5	1.2E-2
Q9UM47	Q9UGP5	6.1E-3
Q8N1G1	Q9UGP5	6E-3
O14771	Q9UGP5	7.1E-3
Q9HCN6	Q9UGP5	5E-3
Q9H6E4	Q9UGP5	9.7E-3
O96015	Q9UGP5	5.6E-3
Q14934	Q9UGP5	7.2E-3
Q9H426	Q9UGP5	1E-2
Q9NYN1	Q9UGP5	1.2E-2
Q99445	Q9UGP5	5.3E-3
P18074	Q9UGP5	1.1E-2
Q9Y463	Q9UGP5	7.4E-3
Q8N2W9	Q9UGP5	7.1E-3
Q6ZN55	Q9UGP5	4.9E-3
Q12926	Q9UGP5	1.2E-2
Q13905	Q9UGP5	1E-2
Q9H251	Q9UGP5	1.1E-2
Q04844	Q9UGP5	5.1E-3
O75443	Q9UGP5	1.1E-2
O95278	Q9UGP5	1E-2
P23942	Q9UGP5	1.1E-2
Q9UL40	Q9UGP5	1E-2
Q86VD1	Q9UGP5	4.9E-3
P41143	Q9UGP5	9.3E-3
Q9H1B7	Q9UGP5	9.6E-3
Q9H2S9	Q9UGP5	1.1E-2
Q96N66	Q9UGP5	1.1E-2
Q9BSY4	Q9UGP5	9.8E-3
Q9NYW4	Q9UGP5	7.5E-3
O76100	Q9UGP5	6.3E-3
Q16613	Q9UGP5	6E-3
Q9H1K0	Q9UGP5	1.2E-2
Q9Y6X2	Q9UGP5	1.1E-2
P57772	Q9UGP5	6.7E-3
Q9BU20	Q9UGP5	9.1E-3
Q7Z3D6	Q9UGP5	1E-2
Q9P296	Q9UGP5	4.9E-3
Q96K80	Q9UGP5	8.6E-3
O43559	Q9UGP5	6.1E-3
P04118	Q9UGP5	4.4E-3
Q9H5F2	Q9UGP5	1.1E-2
Q6L9W6	Q9UGP5	1.2E-2
O43323	Q9UGP5	9.7E-3
Q9UKJ8	Q9UGP5	6.9E-3
Q1HG44	Q9UGP5	9.1E-3
Q9HAT1	Q9UGP5	4.5E-3
Q86VR2	Q9UGP5	1.2E-2
Q96Q77	Q9UGP5	7.4E-3
Q96CN4	Q9UGP5	4.8E-3
Q969H4	Q9UGP5	9.6E-3
O60806	Q9UGP5	9.8E-3
O15259	Q9UGP5	1.2E-2
Q9Y267	Q9UGP5	6.9E-3
Q6PJE2	Q9UGP5	1E-2
Q70Z53	Q9UGP5	1.1E-2
Q14183	Q9UGP5	8.1E-3
Q8N2M4	Q9UGP5	1.2E-2
Q8NHP8	Q9UGP5	7.2E-3
Q9NQR9	Q9UGP5	7.8E-3
Q13009	Q9UGP5	6.9E-3
Q13627	Q9UGP5	1.3E-2
Q96JH8	Q9UGP5	1.2E-2
Q5T124	Q9UGP5	6E-3
O43309	Q9UGP5	6.4E-3
Q86XP0	Q9UGP5	4.6E-3
Q9BYE4	Q9UGP5	9.7E-3
Q8WY98	Q9UGP5	1.1E-2
Q8N2E6	Q9UGP5	1.3E-2
Q6YFQ2	Q9UGP5	1.2E-2
Q86SG6	Q9UGP5	1.1E-2
Q8NFT6	Q9UGP5	1.1E-2
Q96PN8	Q9UGP5	4.7E-3
Q5T6C5	Q9UGP5	1.1E-2
Q96IT1	Q9UGP5	5.5E-3
Q8TDS5	Q9UGP5	4.3E-3
Q5T197	Q9UGP5	6.2E-3
Q8NI17	Q9UGP5	1E-2
Q2VYF4	Q9UGP5	5E-3
Q12887	Q9UL15	1.9E-2
Q9UHI6	Q9UL15	9.4E-3
Q6V1X1	Q9UL15	1.2E-2
Q9BXP5	Q9UL15	1.4E-2
O15047	Q9UL15	1.2E-2
Q9NRD5	Q9UL15	1.9E-2
Q9BVV6	Q9UL15	1.2E-2
Q6PJT7	Q9UL15	1.2E-2
Q8TAP6	Q9UL15	8.8E-3
Q5VST6	Q9UL15	1.7E-2
P20226	Q9UL15	7.5E-3
Q9NVR7	Q9UL15	1.6E-2
P51957	Q9UL15	9.9E-3
O15355	Q9UL15	1.1E-2
Q15435	Q9UL15	8.5E-3
O43766	Q9UL15	1.9E-2
Q9H3S5	Q9UL15	1.3E-2
Q9NVH2	Q9UL15	1.3E-2
Q96G75	Q9UL15	1.3E-2
Q7L2J0	Q9UL15	1.6E-2
Q8N9B5	Q9UL15	1.6E-2
Q9Y2L5	Q9UL15	1.2E-2
A0JLT2	Q9UL15	9.1E-3
Q96CS4	Q9UL15	9.1E-3
P55201	Q9UL15	1.5E-2
Q9Y316	Q9UL15	1.1E-2
Q9H869	Q9UL15	1.2E-2
Q9BWU0	Q9UL15	8.5E-3
Q9HC62	Q9UL15	2.1E-2
Q9NZ09	Q9UL15	1.2E-2
Q8IVW4	Q9BVM2	7E-3
Q9BT04	Q9BVM2	9.4E-3
Q9P0W8	Q9BVM2	7.9E-3
Q15506	Q9BVM2	6.8E-3
Q9H9S3	Q9BVM2	1.7E-2
P19784	Q9BVM2	6.2E-3
Q8NDL9	Q9BVM2	1.7E-2
Q7Z569	Q9BVM2	5.6E-3
Q96LB3	Q9BVM2	7.2E-3
Q96AJ1	Q9BVM2	9E-3
Q8IV63	Q9BVM2	5.9E-3
Q4G0A6	Q9BVM2	1.1E-2
Q9Y4P3	Q9BVM2	5.5E-3
Q9UPM9	Q9BVM2	1.2E-2
Q6IAN0	Q9BVM2	1.3E-2
Q9NWW7	Q9BVM2	4.9E-3
Q5T5J6	Q9BVM2	6.3E-3
Q4LDG9	Q9BVM2	6.9E-3
Q9BPU9	Q9BVM2	1.3E-2
P32298	Q9BVM2	6.7E-3
Q9BT30	Q9BVM2	6.9E-3
Q9H7X7	Q9BVM2	1.4E-2
Q86X45	Q9BVM2	6.6E-3
Q9BUG6	Q9BVM2	6.2E-3
Q13131	Q9BVM2	6.7E-3
Q86YF9	Q9BVM2	6.9E-3
P78362	Q9BVM2	1.5E-2
O60906	Q9BVM2	5.9E-3
Q8TDB4	Q9BVM2	1.7E-2
Q5I0G3	Q9BVM2	1.5E-2
Q8WTR7	Q9BVM2	8.8E-3
O43781	Q9BVM2	6.4E-3
Q8N0X2	Q9BVM2	1.7E-2
Q9C0H5	Q9BVM2	6.9E-3
Q9H892	Q9BVM2	7.6E-3
Q8WVI7	Q9BVM2	8.8E-3
Q8IY45	Q9BVM2	1.2E-2
Q96LY2	Q9BVM2	1E-2
Q8NFR7	Q9BVM2	1.3E-2
P15735	Q9BVM2	6.2E-3
Q8N4L8	Q9BVM2	9.2E-3
A6NK53	Q9BVM2	7.2E-3
O75031	Q9BVM2	6.6E-3
Q5BN46	Q9BVM2	1.3E-2
Q7L266	Q9BVM2	1.6E-2
Q8NEP7	Q9BVM2	7E-3
Q96G28	Q9BVM2	1.1E-2
Q9NRP7	Q9BVM2	5.7E-3
O14645	Q9BVM2	1E-2
Q9HBG6	Q9BVM2	6.4E-3
Q15761	Q9BVM2	1.4E-2
Q96LL4	Q9BVM2	1.1E-2
Q96BM0	Q9BVM2	1.3E-2
Q5QGS0	Q9BRS8	2E-2
Q8IXJ6	Q9BRS8	1.6E-2
Q9NY35	Q9BRS8	1.5E-2
Q6STE5	Q9BRS8	1.4E-2
O75781	Q9BRS8	1.8E-2
O43759	Q9BRS8	2.3E-2
O15079	Q9BRS8	1.4E-2
P48167	Q9BRS8	1.5E-2
P78348	Q9BRS8	1.7E-2
O60296	Q9BRS8	2.2E-2
Q3KQU3	Q9BRS8	2.1E-2
Q9BQI5	Q9BRS8	2.2E-2
Q9BV35	Q9BRS8	2.5E-2
P10827	Q9BRS8	1.2E-2
ENSG00000129473	Q9BRS8	1.9E-2
A6ZKI3	Q9BRS8	2E-2
Q14088	Q9BRS8	2.1E-2
O75935	Q9BRS8	1.3E-2
Q9C0B1	Q9BRS8	1.2E-2
P19021	Q9BRS8	2.2E-2
Q86SE8	Q9BRS8	2.4E-2
Q7Z5S9	Q9BRS8	1.3E-2
Q6PI78	Q9BRS8	1.3E-2
Q8WV60	Q9BZZ5	1.8E-2
Q99550	Q9BZZ5	1.6E-2
P50395	Q9BZZ5	9.8E-3
P08754	Q9BZZ5	7.2E-3
Q8N5C6	Q9BZZ5	7.7E-3
Q96Q11	Q9BZZ5	2.4E-2
Q02880	Q9BZZ5	5.9E-3
Q96FV9	Q9BZZ5	1.1E-2
Q49AR2	Q9BZZ5	1.2E-2
Q86YC2	Q9BZZ5	8.3E-3
Q9H0D6	Q9BZZ5	8.4E-3
Q9UJA5	Q9BZZ5	1E-2
Q9UGU5	Q9BZZ5	4.8E-3
Q9H867	Q9BZZ5	5.2E-3
Q13686	Q9BZZ5	7.4E-3
O60934	Q9BZZ5	1.9E-2
O94763	Q9BZZ5	9.1E-3
Q9UQE7	Q9BZZ5	4.8E-3
P17844	Q9BZZ5	6.7E-3
Q96B01	Q9BZZ5	1.2E-2
P67775	Q9BZZ5	1E-2
O14776	Q9BZZ5	8.6E-3
Q5T5D7	Q9BZZ5	1.7E-2
Q9NWK9	Q9BZZ5	1.1E-2
Q68CQ4	Q9BZZ5	2.2E-2
O95881	Q9BZZ5	8.1E-3
Q5T1V6	Q9BZZ5	1.4E-2
Q9UID6	Q9BZZ5	8.2E-3
O95630	Q9BZZ5	2.7E-2
Q9UBT2	Q9BZZ5	4.5E-3
Q6NXR4	Q9BZZ5	6.7E-3
Q9P2W1	Q9BZZ5	1E-2
Q9H1D9	Q9BZZ5	7.5E-3
O15504	Q9BZZ5	1.6E-2
O96019	Q9BZZ5	5.4E-3
Q9NRW7	Q9BZZ5	1.3E-2
O60518	Q9BZZ5	2.1E-2
Q9BXS6	Q9BZZ5	1.2E-2
Q96Q89	Q9BZZ5	1.4E-2
Q9UK59	Q9BZZ5	9.9E-3
P51530	Q9BZZ5	1.1E-2
Q9BS91	Q9BZZ5	1.1E-2
Q9NP66	Q9BZZ5	6.6E-3
Q6PI26	Q9BZZ5	8.9E-3
Q8NEF9	Q9BZZ5	8.6E-3
O14646	Q9BZZ5	8.8E-3
P61758	Q9BZZ5	1.4E-2
Q9NRR3	Q9BZZ5	1.8E-2
Q09028	Q9BZZ5	2.6E-2
O94782	Q9BZZ5	6.7E-3
Q96ST2	Q9BZZ5	6E-3
Q9HAF1	Q9BZZ5	1.4E-2
Q8WVY7	Q9BZZ5	9.9E-3
Q96HP8	Q86U10	1.2E-2
P31513	Q86U10	9.6E-3
P13671	Q86U10	8.9E-3
Q13103	Q86U10	7.6E-3
P03951	Q86U10	8.2E-3
P35858	Q86U10	7.2E-3
Q9UJM8	Q86U10	8E-3
P00740	Q86U10	8.2E-3
P81172	Q86U10	7.9E-3
P05981	Q86U10	1.1E-2
Q3YBM2	Q86U10	1.2E-2
Q9UJ72	Q86U10	7.6E-3
P14920	Q86U10	1.3E-2
P02748	Q86U10	8.1E-3
P04196	Q86U10	7.7E-3
Q93099	Q86U10	9.2E-3
Q9NYQ3	Q86U10	1E-2
O15229	Q86U10	1.4E-2
Q969Z3	Q86U10	1E-2
Q9BWP8	Q86U10	1.6E-2
Q86YB7	Q86U10	1.2E-2
P04217	Q86U10	8.6E-3
P35558	Q86U10	1E-2
Q14749	Q86U10	8.3E-3
P13640	Q86U10	1.3E-2
Q16762	Q86U10	1E-2
P18428	Q86U10	7.5E-3
P05181	Q86U10	7.9E-3
P02741	Q86U10	7.9E-3
