Gene_A	Gene_B	Weight
P84074	Q8TED4	5.5E-3
P48960	Q8TED4	8.2E-3
P55160	Q8TED4	7.2E-3
Q9H171	Q8TED4	1.3E-2
P43116	Q8TED4	1.3E-2
P22794	Q8TED4	1.1E-2
Q13568	Q8TED4	1.3E-2
Q6PJF5	Q8TED4	1.3E-2
O15143	Q8TED4	6.4E-3
Q9BX69	Q8TED4	6.7E-3
Q13261	Q8TED4	7.7E-3
Q92608	Q8TED4	1.3E-2
P13196	Q86Z14	1.4E-2
Q15800	Q86Z14	1.2E-2
P09110	Q86Z14	1E-2
Q9H902	Q86Z14	1.5E-2
O76038	Q86Z14	1.5E-2
Q9UGM5	Q86Z14	1.7E-2
Q9NTN9	Q86Z14	1E-2
O95857	Q86Z14	1.4E-2
O94769	Q86Z14	1.7E-2
P06727	Q86Z14	1.6E-2
Q6QNK2	Q86Z14	1.6E-2
P02647	Q86Z14	1E-2
O95210	Q86Z14	1.7E-2
Q6YN16	Q86Z14	1.6E-2
P51857	Q86Z14	1E-2
P05543	Q86Z14	1.6E-2
P04278	Q86Z14	1.1E-2
P01588	Q86Z14	1.2E-2
Q9H310	Q86Z14	1.7E-2
P16499	Q86Z14	1.6E-2
Q9HBX8	Q86Z14	1.6E-2
Q9BS26	Q9Y3B3	1.2E-2
Q13596	Q9Y3B3	6.6E-3
Q9NUM3	Q9Y3B3	8.4E-3
P11021	Q9Y3B3	1.1E-2
Q8TBA6	Q9Y3B3	4E-3
Q96CN7	Q9Y3B3	5.6E-3
Q15629	Q9Y3B3	5.5E-3
Q13492	Q9Y3B3	7.5E-3
Q53EP0	Q9Y3B3	9.5E-3
Q15434	Q9Y3B3	5.5E-3
P48444	Q9Y3B3	9.4E-3
O43731	Q9Y3B3	6.2E-3
Q16665	Q9Y3B3	7.5E-3
Q13017	Q9Y3B3	4.5E-3
Q15436	Q9Y3B3	9.4E-3
Q9UJG1	Q9Y3B3	8.3E-3
Q9H0U3	Q9Y3B3	9.3E-3
O75695	Q9Y3B3	9E-3
Q9UH62	Q9Y3B3	8.4E-3
Q9NV92	Q9Y3B3	1.2E-2
Q13217	Q9Y3B3	9.1E-3
Q9Y2Y0	Q9Y3B3	4.1E-3
P61019	Q9Y3B3	1.2E-2
P33908	Q9Y3B3	1.1E-2
Q9ULC3	Q9Y3B3	6.4E-3
Q9NV96	Q9Y3B3	5.1E-3
P38435	Q9Y3B3	9.3E-3
P11926	Q9Y3B3	7.2E-3
Q9UHG3	Q9Y3B3	7.9E-3
P22307	Q9Y3B3	9.6E-3
P62834	Q9Y3B3	9.1E-3
Q9NTN3	Q9Y3B3	1E-2
P40616	Q9Y3B3	1.2E-2
P13674	Q9Y3B3	8E-3
P31431	Q9Y3B3	9.1E-3
Q92766	Q9Y3B3	1.1E-2
Q9H1N7	Q9Y3B3	5.8E-3
Q9UBS3	Q9Y3B3	7.9E-3
P53618	Q9Y3B3	4E-3
Q96BY9	Q9Y3B3	6.4E-3
A6ZKI3	Q9Y3B3	9.2E-3
Q86UU1	P25054	2.1E-2
Q99767	P25054	1.8E-2
P81277	P25054	1.2E-2
Q9Y4E6	P25054	1.4E-2
Q16555	P25054	2.1E-2
O60307	P25054	1.2E-2
P51693	P25054	7.4E-3
Q5T5U3	P25054	1.6E-2
Q14168	P25054	1.1E-2
Q969H0	P25054	2.3E-2
Q9NR22	P25054	1.4E-2
Q92752	P25054	9.1E-3
Q02779	P25054	1.5E-2
Q96GW7	P25054	1.4E-2
Q9Y3F4	Q16612	1.1E-2
P45985	Q16612	8.8E-3
Q9H9A6	Q16612	8.4E-3
Q9Y6A4	Q16612	1.2E-2
Q15562	Q16612	1E-2
Q86UW6	Q16612	2.5E-2
Q00688	Q16612	8.7E-3
P27695	Q16612	1.9E-2
Q5T5M9	Q16612	2.4E-2
Q13867	Q16612	1.5E-2
P84103	Q16612	7.3E-3
P55001	Q16612	2.1E-2
Q14257	Q16612	1.1E-2
Q9H336	Q16612	1.7E-2
Q9NQZ6	Q16612	1.1E-2
Q99835	Q16612	1.5E-2
Q9Y4Z0	Q16612	1E-2
Q15329	Q16612	1.2E-2
Q53H12	Q8NI36	2.6E-2
Q92636	Q8NI36	1.7E-2
Q15046	Q8NI36	1.5E-2
Q9NSE4	Q8NI36	9.9E-3
Q9GZZ9	Q8NI36	1.1E-2
Q9UJX4	Q8NI36	1.8E-2
O75822	Q8NI36	1E-2
Q9NW13	Q8NI36	1E-2
Q13889	Q8NI36	1.7E-2
Q8NHQ9	Q8NI36	1.1E-2
Q9NTJ3	Q8NI36	1.3E-2
O43395	Q8NI36	1.3E-2
Q6PI48	Q8NI36	1.4E-2
Q13185	Q8NI36	1.4E-2
O95793	Q8NI36	9.4E-3
Q14CZ7	Q8NI36	1.8E-2
O00566	Q8NI36	1.1E-2
Q9H8H2	Q8NI36	2.2E-2
Q14498	Q8NI36	1.2E-2
Q9GZV5	Q92882	1.8E-2
P20333	Q92882	1.5E-2
Q15011	Q92882	1.4E-2
Q9H1Y3	Q92882	1.2E-2
Q9UM21	Q92882	1.1E-2
O94804	Q92882	1.5E-2
Q9NUK0	Q92882	1.6E-2
Q7L5N7	Q92882	1.7E-2
P09601	Q92882	1.3E-2
P14780	Q92882	1.6E-2
Q99607	Q92882	1.7E-2
O75695	Q92882	1.6E-2
Q9H788	Q92882	8E-3
Q9H3G5	Q92882	1.8E-2
Q13829	Q92882	1.2E-2
Q10588	Q92882	1.7E-2
Q9Y4F9	Q92882	1.7E-2
O43516	Q92882	1.4E-2
Q99814	Q92882	9.7E-3
Q9BV40	Q92882	1.7E-2
O14950	Q92882	1.4E-2
Q9NZQ7	Q92882	1.7E-2
Q8N699	Q92882	1.7E-2
P32519	Q92882	1.4E-2
Q15582	Q92882	1.3E-2
P08476	Q92882	1.5E-2
P32248	Q92882	1.9E-2
Q9BX95	Q92882	8.8E-3
P61009	Q92882	1.6E-2
P21673	Q92882	1.7E-2
P62324	Q92882	1.7E-2
P55011	Q969G6	2.2E-2
Q96DZ1	Q969G6	7.9E-3
Q13492	Q969G6	1.6E-2
Q8IXH6	Q969G6	1.7E-2
Q9NWM0	Q969G6	1.2E-2
O43934	Q969G6	7.6E-3
Q9H0U3	Q969G6	2E-2
Q9Y2Y0	Q969G6	7.7E-3
Q9BRF8	Q969G6	2.1E-2
Q6UWL2	Q969G6	1.6E-2
Q5T8D3	Q969G6	2.4E-2
P33908	Q969G6	2.4E-2
Q96RT1	Q969G6	1.1E-2
Q9BZQ6	Q969G6	1.1E-2
Q96QD9	Q969G6	1.2E-2
Q9P2E9	Q969G6	1.2E-2
Q8TB96	Q969G6	9.3E-3
Q92611	Q969G6	2.2E-2
Q9Y3B3	Q969G6	9.8E-3
O00139	Q9UMX0	7.9E-3
Q14997	Q9UMX0	1.2E-2
O60884	Q9UMX0	1.6E-2
Q9NQZ5	Q9UMX0	2.1E-2
P48147	Q9UMX0	1.2E-2
Q69YN2	Q9UMX0	1.2E-2
Q9Y6Y8	Q9UMX0	1.1E-2
Q9NX40	Q9UMX0	7.6E-3
O00330	Q9UMX0	2E-2
A0JNW5	Q9UMX0	2.1E-2
O14530	Q9UMX0	1.1E-2
Q9BQA1	Q9UMX0	1.2E-2
Q9H553	Q9UMX0	9.9E-3
O75940	Q9UMX0	9.6E-3
Q9UID6	Q9UMX0	1.1E-2
Q9Y2R9	Q9UMX0	9.3E-3
O75431	Q9UMX0	1.1E-2
Q9UBB4	Q9UMX0	6.7E-3
Q01518	Q9UMX0	1.2E-2
Q12849	Q9UMX0	1.1E-2
Q6FI81	Q5VZE5	3E-3
P43034	Q5VZE5	9.7E-3
Q9NQ29	Q5VZE5	4.4E-3
Q9UGI0	Q5VZE5	7.2E-3
Q15276	Q5VZE5	9.4E-3
Q8NFC6	Q5VZE5	8.5E-3
Q9NVC6	Q5VZE5	9.8E-3
Q9H6S0	Q5VZE5	8.6E-3
Q9UJX5	Q5VZE5	5E-3
Q13616	Q5VZE5	6.6E-3
Q9HBD1	Q5VZE5	9.9E-3
O14974	Q5VZE5	9E-3
Q8IX12	Q5VZE5	3.7E-3
Q7Z5K2	Q5VZE5	9.1E-3
Q6P1X5	Q5VZE5	1E-2
Q14004	Q5VZE5	9.3E-3
Q8N5C6	Q5VZE5	3E-3
O00139	Q5VZE5	2.4E-3
O00471	Q5VZE5	9.2E-3
Q9Y6A4	Q5VZE5	3.9E-3
Q9P035	Q5VZE5	9.9E-3
P40692	Q5VZE5	4.6E-3
Q9BRR8	Q5VZE5	6.6E-3
Q92973	Q5VZE5	7.2E-3
Q9NTI5	Q5VZE5	7.9E-3
Q13127	Q5VZE5	8.5E-3
Q676U5	Q5VZE5	9E-3
O43264	Q5VZE5	4.2E-3
Q96RL1	Q5VZE5	3.6E-3
O15269	Q5VZE5	8.8E-3
Q7L5Y9	Q5VZE5	4.6E-3
Q9BZF1	Q5VZE5	9.8E-3
Q86WB0	Q5VZE5	2.5E-3
Q8WVM8	Q5VZE5	2.5E-3
Q9NW75	Q5VZE5	4.3E-3
P45973	Q5VZE5	9.7E-3
O43808	Q5VZE5	4.2E-3
Q09472	Q5VZE5	8.2E-3
Q9H867	Q5VZE5	2.1E-3
Q9UEU0	Q5VZE5	4.4E-3
Q13686	Q5VZE5	3E-3
Q13573	Q5VZE5	2.2E-3
P55010	Q5VZE5	1E-2
Q9UPY3	Q5VZE5	8.3E-3
Q05048	Q5VZE5	3.4E-3
Q8TAP6	Q5VZE5	2.9E-3
O43719	Q5VZE5	5.6E-3
O00505	Q5VZE5	6.6E-3
Q96B02	Q5VZE5	9.8E-3
Q15006	Q5VZE5	4E-3
Q8IV48	Q5VZE5	5E-3
Q96QG7	Q5VZE5	7.3E-3
O94880	Q5VZE5	9.5E-3
Q15056	Q5VZE5	1E-2
Q9Y657	Q5VZE5	9.6E-3
P45983	Q5VZE5	9.7E-3
Q9UQE7	Q5VZE5	1.9E-3
Q13617	Q5VZE5	3.5E-3
O95249	Q5VZE5	5.1E-3
Q5BJF2	Q5VZE5	9.5E-3
Q9NX40	Q5VZE5	2.2E-3
Q15723	Q5VZE5	5.6E-3
Q14165	Q5VZE5	9.1E-3
Q7L4I2	Q5VZE5	9.7E-3
Q86VP6	Q5VZE5	1E-2
Q9NZN8	Q5VZE5	9.9E-3
Q9H981	Q5VZE5	9.9E-3
Q05086	Q5VZE5	9.9E-3
Q9UBF6	Q5VZE5	3.2E-3
Q9UI10	Q5VZE5	3.4E-3
Q15042	Q5VZE5	7.6E-3
Q86YI8	Q5VZE5	4E-3
Q9Y520	Q5VZE5	9.3E-3
P54727	Q5VZE5	9.6E-3
P14735	Q5VZE5	9.4E-3
O75570	Q5VZE5	8.2E-3
Q8NDF8	Q5VZE5	9.4E-3
Q8IWR0	Q5VZE5	8.4E-3
Q8IXW5	Q5VZE5	3.2E-3
Q6NXR4	Q5VZE5	2.6E-3
Q9UBB4	Q5VZE5	2E-3
Q9H1D9	Q5VZE5	2.9E-3
Q96GM8	Q5VZE5	6.1E-3
O75586	Q5VZE5	5.4E-3
Q8NEY8	Q5VZE5	8.5E-3
P27348	Q5VZE5	2.9E-3
Q68CL5	Q5VZE5	9.4E-3
Q9UMX0	Q5VZE5	1E-2
Q16533	Q8IXQ3	2.2E-2
P12270	Q8IXQ3	2.1E-2
Q9NSE4	Q8IXQ3	8.5E-3
Q92521	Q8IXQ3	1.9E-2
O95455	Q8IXQ3	1.4E-2
Q9NQG7	Q8IXQ3	9.8E-3
Q15910	Q8IXQ3	1.7E-2
Q9UJT1	Q8IXQ3	1.5E-2
Q9H0H0	Q8IXQ3	1.5E-2
Q8TAT5	Q8IXQ3	2.2E-2
Q5XG87	Q8IXQ3	9E-3
Q9NTJ3	Q8IXQ3	1.2E-2
P49450	Q8IXQ3	2.6E-2
Q13129	Q8IXQ3	2.1E-2
P51955	Q8IXQ3	1.7E-2
Q9NX38	Q8IXQ3	7E-3
Q5T3J3	Q8IXQ3	1.8E-2
Q9UJA3	Q8IXQ3	1.4E-2
Q9NUX5	Q8IXQ3	1.5E-2
Q9P2W1	Q8IXQ3	1.1E-2
P18433	Q8IXQ3	1.1E-2
Q9GZN4	P04083	2.3E-2
O76009	P04083	1.9E-2
Q14CN2	P04083	1.2E-2
Q05195	P04083	2.1E-2
P22735	P04083	1.2E-2
P21128	P04083	1.6E-2
Q99715	P04083	1.9E-2
Q96FX8	P04083	2.5E-2
Q99814	P04083	1.1E-2
O14896	P04083	2E-2
O60437	P04083	1.6E-2
P01040	P04083	1E-2
O95274	P04083	1.8E-2
Q08188	P04083	1.1E-2
O60259	P04083	2.2E-2
Q8TE68	P04083	1.8E-2
P32926	P04083	1.1E-2
O76009	P07711	1.2E-2
O00458	P07711	9E-3
P61371	P07711	8.9E-3
Q9BYC5	P07711	6.9E-3
Q9ULE0	P07711	1.3E-2
P55011	P07711	1.1E-2
Q92625	P07711	7E-3
Q9H098	P07711	7.3E-3
Q9NUN7	P07711	1.3E-2
P43003	P07711	1.1E-2
P15311	P07711	9.2E-3
O00591	P07711	7.4E-3
Q9UBS9	P07711	5.1E-3
Q9NR99	P07711	7E-3
O75695	P07711	1.1E-2
P06280	P07711	1.1E-2
ENSG00000105991	P07711	1.1E-2
O95859	P07711	1.1E-2
Q9H3G5	P07711	1.2E-2
O00401	P07711	1.2E-2
Q14678	P07711	9.1E-3
O00462	P07711	5.8E-3
Q8IXU6	P07711	7.1E-3
P05783	P07711	1.3E-2
Q9NV96	P07711	6E-3
Q13191	P07711	6.8E-3
Q9UJM3	P07711	1.2E-2
Q7L0Q8	P07711	9.8E-3
Q9UNQ0	P07711	7.8E-3
P49763	P07711	6.8E-3
P35548	P07711	8.8E-3
Q9Y5T4	P07711	1.2E-2
Q9Y3L5	P07711	1.1E-2
Q9BX95	P07711	7.5E-3
Q9NZR1	P07711	1.1E-2
P61009	P07711	9.3E-3
Q8NHP6	P07711	1.1E-2
Q9BXX0	P07711	8.8E-3
Q5T7N3	P07711	8E-3
Q9NZI5	P07711	5.8E-3
Q02487	P07711	7.3E-3
Q92882	P07711	8.8E-3
Q9Y343	Q9UHN6	1.3E-2
P45985	Q9UHN6	8.8E-3
O00423	Q9UHN6	2E-2
Q9NX78	Q9UHN6	1.8E-2
Q9BQS7	Q9UHN6	1.5E-2
Q9UBS9	Q9UHN6	9.5E-3
Q9Y2E6	Q9UHN6	1.7E-2
Q9UHY1	Q9UHN6	1.2E-2
O00512	Q9UHN6	1.7E-2
O95490	Q9UHN6	1.6E-2
P07492	Q9UHN6	2.3E-2
Q05BQ5	Q9UPW5	8.5E-3
Q9NUW8	Q9UPW5	9.7E-3
Q86WP2	Q9UPW5	1.1E-2
Q9H9A6	Q9UPW5	9.4E-3
O00311	Q9UPW5	1.6E-2
Q9NXX6	Q9UPW5	1.3E-2
P84103	Q9UPW5	8.2E-3
P51959	Q9UPW5	1.6E-2
P52701	Q9UPW5	6.3E-3
P68106	Q9UPW5	1.4E-2
Q07666	Q9UPW5	1.2E-2
Q8IXW5	Q9UPW5	1.1E-2
Q15398	Q9UPW5	8.2E-3
Q9NQZ6	Q9UPW5	1.2E-2
P49321	Q9UPW5	9.8E-3
O43490	Q8NBJ4	1.4E-2
O95394	Q8NBJ4	1.4E-2
Q9Y315	Q8NBJ4	1.5E-2
Q96CN7	Q8NBJ4	1.3E-2
Q92859	Q8NBJ4	1.3E-2
Q96S53	Q8NBJ4	1.6E-2
P49902	Q8NBJ4	1.3E-2
Q06481	Q8NBJ4	1.3E-2
Q9BQS7	Q8NBJ4	1.6E-2
Q9P0M6	Q8NBJ4	1.5E-2
O43251	Q8NBJ4	9.1E-3
Q9Y2I6	Q8NBJ4	1.5E-2
Q8IV38	Q8NBJ4	1E-2
Q9NQW7	Q8NBJ4	1.2E-2
O60513	Q8NBJ4	1.3E-2
Q92626	Q8NBJ4	1.1E-2
Q8IUC4	Q8NBJ4	1.7E-2
Q8N5U6	Q15884	1.3E-2
Q7LG56	Q15884	2.3E-2
Q04759	Q15884	2.5E-2
Q08462	Q15884	2.5E-2
Q14494	Q15884	2.2E-2
Q8TDY4	Q15884	2.1E-2
Q9NSB8	Q15884	2.4E-2
Q9HDC5	Q15884	1.9E-2
O76080	Q15884	2E-2
P12882	Q15884	1.8E-2
P52746	Q15884	2E-2
O75840	Q15884	1.5E-2
P29279	Q15884	1.5E-2
Q9UKA1	Q15884	1.4E-2
Q9Y2Q0	Q15884	2.6E-2
P26440	Q15884	2.2E-2
Q9BU89	Q15884	1.3E-2
Q9BQ95	Q15884	1.6E-2
O00327	Q15884	2.2E-2
Q9UP79	Q15884	2.3E-2
O14628	Q9Y617	1E-2
O75223	Q9Y617	1.4E-2
Q96C01	Q9Y617	1.3E-2
Q2KHR3	Q9Y617	9.3E-3
P54687	Q9Y617	2.6E-2
Q7L590	Q9Y617	9.6E-3
P13995	Q9Y617	1.4E-2
O75164	Q9Y617	9.2E-3
P08243	Q9Y617	2.4E-2
Q13415	Q9Y617	1.3E-2
Q9Y672	Q9Y617	1.6E-2
O43930	Q9Y617	2E-2
Q9H5Z1	Q9Y617	9.1E-3
Q1ED39	Q9Y617	8.2E-3
P41250	Q9Y617	1.8E-2
P49589	Q9Y617	1.8E-2
P25205	Q9Y617	8.2E-3
Q99808	Q9Y617	1.5E-2
P52701	Q9Y617	5E-3
Q9NRZ9	Q9Y617	2.3E-2
O75691	Q9Y617	9.5E-3
Q9H9Y6	Q9Y617	8.6E-3
Q9BRP1	Q9Y617	9.5E-3
P22234	Q9Y617	2.4E-2
Q9HCC8	Q9Y617	2.1E-2
Q96I15	Q9Y617	2.7E-2
Q9NZJ6	Q9Y617	1.2E-2
P49321	Q9Y617	8E-3
O60306	Q9BUE6	1.4E-2
P42285	Q9BUE6	6.6E-3
Q8N5C6	Q9BUE6	1E-2
O00139	Q9BUE6	7.7E-3
Q6FIF0	Q9BUE6	1.2E-2
O43396	Q9BUE6	1.1E-2
O75391	Q9BUE6	1.9E-2
Q69YN2	Q9BUE6	1.2E-2
Q13573	Q9BUE6	7.4E-3
Q05048	Q9BUE6	1.2E-2
Q8TAP6	Q9BUE6	1E-2
Q15006	Q9BUE6	1.4E-2
Q99567	Q9BUE6	1.2E-2
Q9NX40	Q9BUE6	7.8E-3
Q9UHW5	Q9BUE6	1E-2
P33981	Q9BUE6	9E-3
Q13416	Q9BUE6	1.1E-2
Q92905	Q9BUE6	1.2E-2
Q9UBT2	Q9BUE6	6.1E-3
Q6NXR4	Q9BUE6	9.1E-3
Q9NVV9	Q9BUE6	1.7E-2
Q86Y07	Q9H013	1E-2
P13611	Q9H013	1.2E-2
Q16658	Q9H013	1.5E-2
Q9H7P9	Q9H013	1.3E-2
Q8TB40	Q9H013	1.8E-2
O15105	Q9H013	1.6E-2
Q9UNF1	Q9H013	1E-2
Q9UBT3	Q9H013	1.8E-2
Q9UL01	Q9H013	1.5E-2
P52294	Q9H013	1.1E-2
Q9UHY1	Q9H013	9.4E-3
Q9P2F8	Q9H013	6.2E-3
O60513	Q9H013	1.1E-2
Q9H4G4	Q9H013	2.1E-2
P35968	Q9H013	1E-2
Q92692	Q9H013	1.7E-2
Q92626	Q9H013	9.5E-3
Q86X52	Q9H013	1.4E-2
P07492	Q9H013	1.7E-2
P24001	Q8TDQ0	1.3E-2
Q14764	Q8TDQ0	1.1E-2
P04233	Q8TDQ0	1.1E-2
O60478	Q8TDQ0	2.1E-2
Q9Y5X0	Q8TDQ0	2E-2
Q99538	Q8TDQ0	1.3E-2
P13686	Q8TDQ0	1.2E-2
P09668	Q8TDQ0	2E-2
P13500	Q8TDQ0	2.2E-2
Q9NRM0	Q8TDQ0	1.5E-2
P17342	Q8TDQ0	2.2E-2
Q12794	Q8TDQ0	1.9E-2
P42224	Q8TDQ0	1.9E-2
P32455	Q8TDQ0	1E-2
P07339	Q8TDQ0	1.5E-2
P10451	Q8TDQ0	1.2E-2
Q9H1C7	Q8TDQ0	1.5E-2
P50591	Q8TDQ0	1.4E-2
O60896	Q8TDQ0	1.1E-2
Q13568	Q8TDQ0	2E-2
Q92502	Q8TDQ0	1.4E-2
Q9UL19	Q8TDQ0	1.4E-2
Q6FI81	Q8IV13	9.3E-3
P80192	Q8IV13	1.3E-2
Q9Y6A5	Q8IV13	9.5E-3
Q9HBW0	Q8IV13	1.8E-2
Q86V21	Q8IV13	2.3E-2
Q9NRL3	Q8IV13	1.2E-2
Q96RV3	Q8IV13	9.2E-3
Q9HCK8	Q8IV13	1.4E-2
Q8NEM7	Q8IV13	1.3E-2
Q6ZN55	Q8IV13	1.3E-2
O15355	Q8IV13	1E-2
O43529	Q8IV13	1.7E-2
A5YKK6	Q8IV13	2.1E-2
Q8N3J3	Q8IV13	1.8E-2
Q96MP5	Q8IV13	1.4E-2
Q9Y2E5	Q9H2K8	5.8E-3
Q5THJ4	Q9H2K8	1.3E-2
P19438	Q9H2K8	6.9E-3
Q9ULT0	Q9H2K8	1.2E-2
P20749	Q9H2K8	8.2E-3
Q9UBV2	Q9H2K8	1.2E-2
Q99952	Q9H2K8	6.9E-3
P29992	Q9H2K8	1E-2
O60674	Q9H2K8	7.5E-3
Q9UH99	Q9H2K8	6E-3
Q92537	Q9H2K8	7.3E-3
Q15628	Q9H2K8	4.6E-3
ENSG00000104205	Q9H2K8	1.2E-2
Q15438	Q9H2K8	9.1E-3
P19838	Q9H2K8	6.5E-3
Q9H8J5	Q9H2K8	9.6E-3
Q8WUD6	Q9H2K8	1E-2
Q9UIQ6	Q9H2K8	1.4E-2
Q92831	Q9H2K8	1E-2
O60308	Q9H2K8	1.3E-2
Q01459	Q9H2K8	8.2E-3
Q9H3U5	Q9H2K8	7.2E-3
P32519	Q9H2K8	1E-2
O43791	Q9H2K8	8.7E-3
P50995	Q9H2K8	9.4E-3
Q14571	Q9H2K8	1.2E-2
Q9P2E3	Q9H2K8	1.1E-2
P38936	Q9H2K8	1.2E-2
P54253	Q9H2K8	1.1E-2
P10914	Q9H2K8	7.2E-3
Q9Y3A5	Q9H2K8	1.1E-2
P09131	Q9H2K8	6.8E-3
ENSG00000129473	Q9H2K8	1E-2
Q99973	Q9H2K8	1.4E-2
Q00013	Q9H2K8	1.2E-2
Q14699	Q9H2K8	7.1E-3
P78552	Q9H2K8	1.3E-2
Q9Y3M8	Q9H2K8	1E-2
O75116	Q9H2K8	1.3E-2
Q8IVW4	Q70CQ3	1.2E-2
Q9NR20	Q70CQ3	1.2E-2
Q13099	Q70CQ3	8.9E-3
Q9P0W8	Q70CQ3	1.3E-2
Q8WXW3	Q70CQ3	1.7E-2
Q9NVE5	Q70CQ3	1.1E-2
Q9Y6E7	Q70CQ3	1.5E-2
O95922	Q70CQ3	1.1E-2
O43325	Q70CQ3	1.6E-2
O00623	Q70CQ3	9.7E-3
Q9NQC8	Q70CQ3	1.8E-2
Q49AM1	Q70CQ3	1.5E-2
Q9BSE4	Q70CQ3	7.2E-3
Q8WVS4	Q70CQ3	1E-2
Q9Y6W3	Q70CQ3	1E-2
P31513	P20132	1.5E-2
O00187	P20132	1.4E-2
P07358	P20132	1.6E-2
Q14624	P20132	1.2E-2
Q13103	P20132	1.2E-2
P36980	P20132	1.3E-2
P35858	P20132	1.2E-2
Q9UJM8	P20132	1.3E-2
P00740	P20132	1.3E-2
Q08830	P20132	1.2E-2
P81172	P20132	1.3E-2
Q9UJ72	P20132	1.2E-2
P02790	P20132	1.6E-2
P02748	P20132	1.3E-2
P04196	P20132	1.2E-2
Q9H6D8	P20132	2.4E-2
P01008	P20132	1.7E-2
P05089	P20132	2E-2
P15169	P20132	1.4E-2
P04217	P20132	1.4E-2
P18428	P20132	1.2E-2
P05181	P20132	1.3E-2
P02741	P20132	1.3E-2
P02743	P20132	1.3E-2
P36222	P20132	1.6E-2
Q92496	P20132	1.6E-2
Q9Y6L6	P20132	1.5E-2
P54219	O43347	1.6E-2
Q96MK2	O43347	1.8E-2
Q14999	O43347	8.2E-3
Q86Y22	O43347	8.2E-3
Q9UBN1	O43347	1.6E-2
Q9H4Z3	O43347	5.9E-3
P78562	O43347	2E-2
O15353	O43347	1.7E-2
Q96PE2	O43347	1.7E-2
P16520	O43347	1.5E-2
Q16877	O43347	1.5E-2
Q9HC10	O43347	1.5E-2
O60391	O43347	1.7E-2
Q07002	O43347	1.4E-2
Q32P28	O43347	6.2E-3
P11166	O43347	1.4E-2
Q9GZV9	O43347	1.7E-2
P17481	O43347	9E-3
Q9NZH6	O43347	1.8E-2
O43555	O43347	2.1E-2
Q9NUR3	O43347	1.5E-2
A1L390	O43347	7.6E-3
O15230	O43347	1.4E-2
P51805	O43347	1E-2
Q14525	O43347	1.8E-2
O15054	O43347	7.9E-3
Q9H1Q7	O43347	8.5E-3
P01730	P20823	1.2E-2
Q9NZT2	P20823	1.1E-2
O94805	P20823	1.5E-2
Q8N4F0	P20823	2.3E-2
Q9BQW3	P20823	1.6E-2
O95255	P20823	2.3E-2
P05162	P20823	1.6E-2
Q9BU23	P20823	1.6E-2
P01178	P20823	1.9E-2
Q9UHG2	P20823	1.4E-2
Q15428	P20823	8.8E-3
O95473	P20823	1E-2
P51570	P20823	2E-2
Q9GZZ7	P20823	1.2E-2
Q9BSA9	P20823	8.5E-3
O75074	P20823	9E-3
Q76MJ5	P20823	1.4E-2
P43034	O94952	1.1E-2
Q8TAV0	O94952	9.1E-3
Q05BQ5	O94952	2.7E-3
Q76N32	O94952	9E-3
Q8TDY2	O94952	4.5E-3
Q8IWP9	O94952	7.4E-3
Q13618	O94952	8.6E-3
Q96T23	O94952	7.1E-3
Q8WXH0	O94952	8.6E-3
Q86WP2	O94952	3.4E-3
Q9HCJ0	O94952	9.5E-3
Q9NVH0	O94952	8.2E-3
Q14154	O94952	7.1E-3
Q9P2D6	O94952	7.2E-3
Q5JWR5	O94952	6.2E-3
Q8TAW3	O94952	8.7E-3
O15126	O94952	1.1E-2
Q9P2K2	O94952	4.8E-3
Q9NVP4	O94952	9.8E-3
Q9NR11	O94952	9.4E-3
Q9BTA9	O94952	1.1E-2
O75140	O94952	4.6E-3
Q9UGU5	O94952	2E-3
Q9UPQ9	O94952	9.6E-3
Q13573	O94952	2.3E-3
Q9Y366	O94952	5.3E-3
Q6UB98	O94952	9.4E-3
P17017	O94952	6.4E-3
Q7L804	O94952	8.8E-3
Q96IG2	O94952	3.9E-3
Q13432	O94952	7.5E-3
Q92564	O94952	7.4E-3
Q9NUQ7	O94952	6.1E-3
Q9UK99	O94952	1E-2
Q6NWY9	O94952	5.4E-3
O00628	O94952	5.3E-3
Q92562	O94952	4.9E-3
Q8NHQ1	O94952	7.6E-3
Q8WY36	O94952	7.5E-3
Q96DR7	O94952	8.6E-3
P51957	O94952	3.5E-3
Q9UGL1	O94952	4.5E-3
P16220	O94952	1.1E-2
Q92576	O94952	3.1E-3
Q9Y5F1	O94952	8E-3
P38432	O94952	4.7E-3
Q7Z2T5	O94952	7.9E-3
Q9NVX7	O94952	8.9E-3
Q9Y530	O94952	3.1E-3
Q9NQX6	O94952	7.1E-3
Q9Y496	O94952	6.4E-3
Q9UJW0	O94952	4.1E-3
Q5W0Q7	O94952	2.8E-3
Q96EI5	O94952	7.4E-3
Q92785	O94952	9.8E-3
P10646	O15119	1.7E-2
O76009	O15119	1.7E-2
P23634	O15119	1.5E-2
Q92625	O15119	8.6E-3
Q9H098	O15119	9.7E-3
Q9NUK0	O15119	1.5E-2
P07942	O15119	5.8E-3
Q13145	O15119	1.1E-2
P15924	O15119	1.2E-2
O75695	O15119	1.6E-2
Q14678	O15119	1.3E-2
Q8IXU6	O15119	8.2E-3
Q86W92	O15119	1.7E-2
P05783	O15119	1.6E-2
O96004	O15119	4.9E-3
Q13191	O15119	8.3E-3
Q9C0D5	O15119	1.3E-2
